ward	name
1 - Ihalamulla	Anhetti Gedara Harshani Viranthika Wickramasinghe
2 - Ankubura	Rathnayake Mudiyanselege Nisal Geeshan Nadeeka Rathnayake
3 - Kithulgolla	Hennath Mudiyanselage Gedara Upali Dasanayake
4 - Batagolladeniya	Abdul Pareed Muhammadu Rafeek
5 - Gqlhinna	Muhammed Pareed Muhammadu Hakeem
6 - Morankanda	Bandaranayake Mudiyanselage Ajith Chandrasiri Bandaranayake
7 - Bokkawala	Wewala Thanne Gedara Shri Lalith Saman Kumara
8 - Udahigulwala	Samarasinghe Mudiyanselage Dhananjaya
9 - Gallella	Herath Mudiyanselage Nishshanka Herath
10 - Marathugoda	Herath Mudiyanselage Abeyrathna Banda Samarakoon
11 - Godahena	Galapita Gedara Ranil Sanjaya Ariyasena
12 - Owissa	Watagoda Heepitiye Gedara Ajith Saumyalal Samarathunga
13 - Domagammana	Kudadewayale Sangeeth Gayan Thilakarathne
14 - Palapana	Medawatte Dugganna Ralalage Tharindu Prabhath Bandara
15 - Batugoda	Bilinchagaha Kotuwe Gedara Suranjith Kumara Wickramasooriya
16 - Mullegama	Rathnayake Mudiyanselage Sujeewani Mallika Gunarathne
17 - Kahawatta	Noor Mohomad Farook
