ward	name
1 -	W. A. D. S. Priyashantha
2 -	M. F. M. Farsan
3 -	Wickramasinghe Arachchige Seron Kosala
4 -	M. H. F. Rilana
5 -	D. C. Priyankara
6 -	E. M. S. Swarnalatha
7 -	M. M. M. Ramsam
8 -	G. M. Sumanawathi
9 -	R. K. D. W. Manike
10 -	Murugan Mogana
11 -	M. F. Fathima Nasrina
12 -	U. D. R. S. Kumari
13 -	D. P. L. Sumanapala
14 -	M. J. W. Ruwan Jayaweera
15 -	W. D. Gamini
16 -	M. V. Sampath Roshan
17 -	Ramesh Kaushal
18 -	Ganes Radani
19 -	K. P. J. Ranga Perera
20 -	U. K. Perera
21 -	S. A. Amal Raj
