ward	name
1 - Karikaddumoolai North	Sathasivam Thadshanamoorthy
2 -	Gnathas JudePrasanth
3 - MullaiNagar	Yogathasan Jude Nimalan
4 - Hijrapuram	Jeyaseeli Maheswaran
5 - Mulliyawalai West	Kamalanathan Vijinthan
6 - Mulliyawalai East	Mayilvaganam Kamalakanthan
7 - Thanneerutu	Kanakaiya Thavarasa
8 - Kanukeny	Thavarasa Amalan
9 - Mullaiyur	Vaiththilingam Kengatharan
10 - Karikaddumoolai East	Manokaran Vinoth
11 - Kumulamunai	Irathinasingam Kavasgar
12 - Karikaddumoolai south	Ampikapathy Ilangeswaran
13 - Welioya East	Vilashini Chanthiramohan
