ward	name
1 - Karikaddumoolai North	Medagedara Sameera Dimuthu Lakmal Nawarathna
2 -	Hewa Gurugamage Sisil Kumarathunga
3 - MullaiNagar	Udagedara Dharmasena
4 - Hijrapuram	Kalubowila Vidanalage Inoka Damayanthi
5 - Mulliyawalai West	Herath Mudiyanselage Anil Susantha Kumara
6 - Mulliyawalai East	Edirippulige Lalith Priyawanksa
7 - Thanneerutu	Wijepala Mudiyanselage Sanath Hemalal Piyathissa
8 - Kanukeny	Wenaida Waduge Sunethra Priyadarshani
9 - Mullaiyur	Disanayaka Mudiyanselage Manel
10 - Karikaddumoolai East	Silpada Paniyalage Chandrapala
11 - Kumulamunai	Ellewela Kankanamge Ruwan Kumara
12 - Karikaddumoolai south	Pachchan Kochchage Nishantha Jeewan Kumar Pranandu
13 - Welioya East	Ranasinha Arachchilage Weerakoon
