ward	name
1 - Karikaddumoolai North	Loganathan Judenixan
2 -	Alagarasa Sarasadevi
3 - MullaiNagar	Fransis Savari Jerom Thileepan
4 - Hijrapuram	MUKAMATHU KANIPA JAHAAN
5 - Mulliyawalai West	Muththaija tharmakularasasingam
6 - Mulliyawalai East	Kumar Vijitha
7 - Thanneerutu	APTHUL KAMEETHU ANSHAAR
8 - Kanukeny	Iramasami jeyasangar
9 - Mullaiyur	Vinsandippol arulnathan
10 - Karikaddumoolai East	Paandiyan Jon Mengo
11 - Kumulamunai	Logithasan Siththirakumaar
12 - Karikaddumoolai south	Kanthaija Ketheeswaran
13 - Welioya East	Vinoriyas Rex Kamalesh
