ward	name
1 - Sampoor	Raseen Yuvery
2 - Kaddaiparichan	Ilayavan Samadeen
3 - Neithal Nager	Abdul Hussain Abdulla
4 - Akkaraichenai	Mohamad Niyas Mohamad Sifat
5 - Muthur	Sarufutheen Mohamed Nasrin
6 - Jaya nagar	Mohamed Raseethu Mohamed Nifras
7 - Periyapalam	Laffir Mohamed Rawfan
8 - Iruthayapuram	Ajanda Kankesan
9 - Kiliveddy	Mahroof Mohamad Fainan
10 - Palathopoor	Mansoor Faizar
11 - Thopoor	Mohamad Maraikkar Mohamad Rinoos
12 - Allainagar	Ismalevvai Sehuthampi
13 - Pallikudiyeruppu	Mahroof mohamed Mazahir
