ward	name
1 - Sampoor	Selvarathnam Pirakalathan
2 - Kaddaiparichan	Saravanamuththu Varnakulasingam
3 - Neithal Nager	Selvarasa Priyashanthan
4 - Akkaraichenai	somasunthiram Sasikaran
5 - Muthur	Sebastian Thomas Jayajevan
6 - Jaya nagar	Rasalingam Illaiyarasa
7 - Periyapalam	Vanitha Sellathambi
8 - Iruthayapuram	Gobalapillai Vipulanantham
9 - Kiliveddy	Arasaretnam Mathiyalagan
10 - Palathopoor	Thayabaran Sarmila
11 - Thopoor	Sellathurai Rajenthiran
12 - Allainagar	Thilakeswary Maheswaran
13 - Pallikudiyeruppu	Yogarasa Sivakaran
