ward	name
1 - Sampoor	Pakkeer Hatheeja Umma
2 - Kaddaiparichan	Muhammathu Muhaiyadeen Muhammathu Rifath
3 - Neithal Nager	Sirajideen Siyath
4 - Akkaraichenai	Muhammathu Ismail Savahir
5 - Muthur	Muhammadhu Muhaidheen Muhammadhu Rifas
6 - Jaya nagar	Abdullatheef Muhammadhu Ahsan
7 - Periyapalam	Muhammadhu Raseek Muhammadhu Nisfar
8 - Iruthayapuram	Kunju Krishnanth Mariya Premini
9 - Kiliveddy	Muhaiyadheen Bava Ashar
10 - Palathopoor	Muhaidhee Pichchai Thajudheen
11 - Thopoor	Muhammadhu Thaheer Thahees
12 - Allainagar	Muhammadhu Ismail Muhammadhu Faheem
13 - Pallikudiyeruppu	Siththiravel Ganesh
