ward	name
1 - sravanai	Santhirakumary Jeyanthan
2 - velanai North East	Sujatha Menan
3 - Allaippiddy	Rasathurai Juttan
4 - Mandaitivu	Singarasa Varatharasa
5 - Velanai East	Varatharasa Kajeepan
6 - Velanai South	Rasathurai Vijenthiran
7 - Velanai West	Sambasivam Shantharuban
8 - Nainativu North	Visuvalingam Rasanayakam
9 - Nainativu South	Maheswaran Sathiyeswary
10 - Punkudutivu West	Rajina Uthayakaran
11 - Punkudutivu East	Sahayanathar Tharshan
12 - Punkudutivu Central	Loorthumery Kugaseelan
