ward	name
1 -	Wadduwa Pathirage Ranidu Nayanajith
2 -	Ambegoda Geekiyanage Sagarika Sandaru
3 -	Amugoda Kankanamge Don Sujeewa Edirisingha
4 -	Kamburawala Kankanamge Isuru Sampath De Alwis
5 -	Abeywarna Wickramasooriya Ranpatabendige Sujith Udara
6 -	Dehiwala Liyanage Nipuna Prageeth
7 -	Mudalihewage Thusitha
8 -	Gamethige Don Thushan Madushanka
9 -	Danwaththage Don Tharindu Prasad
10 -	Kevitiyagala Gamage Lakmal Upul Gamage
11 -	Kumuduni Prithimali Vaiman
12 -	Kukulekankanamge Sumudu Madusanka
