ward	name
1 - Pannala	Rathnayaka Mudiyanselage Sumith Madduma Bandara Rathnayaka
2 - Theripehe	Manna Uthum Mudiyanselage Rathnapala Banda
3 - udamadura north	Vidyarathana Ganithayalage Gonnagahawatte Gedara Saman Kumara Deshapriya
4 - Kalaganwaththa	Kurukulasooriyalage Renuka Damayanthi Perera
5 - Thibbatugoda	Palolpitiye Rathnayaka Mudiyanselage Nimal Rathnayaka
6 - Kumbalgamuwa	Wijesiri Buddha Koralalage Amila Asiri Gunawardhana
7 - Liyanwala	Rajapaksha Karunarathna Mudiyanselage Godamadiththe Gedara Anura Rathnayaka
8 - Landupita	Udagedara Mudiyanselage Nimal Shantha
9 - Padiyapelella	Wijesekara Mudiyanselage Ranbanda
10 - Kurunduoya	Rathnayaka Mudiyanselage Palle Gedara Kularathna Rajapaksha
11 - Hiforest	Hendha Witharanalage Leelananda Damayanthi
11 - Hiforest	Ponnayya Suresh Kumar
12 - Walapane	Weerasinghe Mudiyanselage Nandhasena
13 - Mahauva	Rathnayaka Mudiyanselage Chamodh Dilashan Rathnayaka
14 - Nildandahinna	Herath Mudiyanselage Dhammika Kumarasiri Herath
15 - udamadura	Dhanapala Mudiyanselage Gunarathna Bandara Dhanapala
16 - Yatimadura	W.N.Mudiyanselage Boragolle Gedara Rajapaksha Banda
17 - Madulla	Herath Mudiyanselage Medagedara Sugathadasa
18 - Ambaliyadda	Thennakoon Mudiyanselage Weerakkodige Kumarasinghe
19 - Kotambe	Rathnayaka Mudiyanselage Nalini Malkanthi Rathnayaka
20 - Harasbedda	Don Ananda Hiththatiyage
20 - Harasbedda	Mestiyage Don Sisira Kumara Gunathilake
21 - Brookside	Godella watta Arachchige Gamini Kulasinghe
21 - Brookside	Thunpelegedara Nishshanka Mudiyanselage Aariyasena
22 - Ragala	Pubudu Dulanka Jayasooriya
23 - Senarathpura	Mahawishnan Saththiyamoorthy
23 - Senarathpura	Asei Thambi Lahiru Eranga Kaushalya
24 - Kurupanawela	Herath Mudiyanselage Sunethra Herath
25 - Udapussellawa	Saambaan Meyyanadan
25 - Udapussellawa	Raj Kumar Sasi Kumar
26 - Delmar	Ravichandhiran Madhushanthi
27 - St.Lenards	Kumarasinghe Mudiyanselage Ravindra Sanjeewa
28 - Ekagapura	Widana Arachchilage Sumith Rohana
