ward	name
1 -	Nimal Pemasarage Hashitha Kumara Pemasara
2 -	Talagahawaththe Gedara Nisshanka Jayalath Sumathipala
3 -	Herath Mudiyanselage Dharmarathna Bandara
4 -	Devathapedige Chandima Senavirathna
5 -	Pitiye Gedara Sarath Chandrasiri
6 -	Egoda Gedara Chaminda Thushara Dharmakeerthi
7 -	Pahala Uyanwaththe Gedara Vajira Kumara Wijerathna
8 -	Kahada Kanaththage Palith Edward Samarasinghe
9 -	Buddhasinghe Arachchilage Shashinda Dimuthu
10 -	Jayasinhage Manoj Saumya Kumara Jayasinghe
11 -	Kapuralage Priyantha Senanayaka
