ward	name
1 - Randeniya	Withanage Don Upul Pradeep Anura Withana
2 - Kotikambokka	Thennakon Mudiyanselage Laknath Dharmapala
3 - Aanapallama	Jayasundara Mudiyanselage Dayananda
4 - Warunagama	Ampana Withanage Chamlika Niroshani
5 - Wellawaya	Denagama Jayalathge Chamindakumara
5 - Wellawaya	Mohomad Saribdeen Mohomad Ilyas
6 - Buduruwagala	Ruwansiri Wijerathna Dissanayaka
7 - Neluwagala	Kajugahawaththe Liyanage Sandyakumari
8 - Handapanagala	Withana Gamageshanika Iroshan Somapala
9 - Siripuragama	Konara Mudiyanselage Suranji Ranjith Singherathna
10 - Thelulla	Deiyandara Hettiarachchige Jayarathna
11 - Mahaaragama	Hewa Manage Prasanna Jayalath
12 - Uva Kudaoya	Nammuni Arachchige Kelum Pradeep Kumara
13 - Balaharuwa	Uduwe Pathiranage Ranil Jayantha
