ward	name
1 - Thulhiriya	Madduma Ralalage Dharmakeerthi Ariyarathne
2 - Opatha	Dadigama Witharamalage vajira Kumara Bandara Dadigama
3 - Kodapaluwa	Korale Arachchillage Niroshanee Perera
4 - Waddeniya	Sirimewan Pushpakumara Ilangarathne
5 - Egalla	Nuwarapaksha Pedige Buddhika Lakmal Karunarathne
6 - Morawaka	Kaluwa Devage Keerthi Senarathne
7 - Mangedara	Godayalage Mahinda Kumarasiri Piyathissa
8 - Ambepussa	Karuna Pedige Susantha Padma Jayakodi
9 - Warakapola	Mohamad Paruk Mohamad Apnath
9 - Warakapola	Rahubadde Widanalage Dhammika Manoj Dharmakumara
10 - Othnapitiya	Rajakaruna Ranathunga Mudiyanselage Pandukabhaya Rajakaruna
11 - Nelundeniya	Suduhakurulage Dhanushka Piyushan Ranathunga
12 - Dedigama	Ranathunga Mudiyanselage Ashoka Nimal Ranathunga
13 - Kukulpane	Nakath Durage Sarath Sumanasuriya
14 - Ethnawala	Meragal Pedige Niroshanee Warnakula
15 - Godawela	Rajapaksha Lekamlage Chandrasiri Sarath Kumara Rajapaksha
16 - Algama Ihagama	Ilandari Pedige Ajith Gunapala
17 - Uduwaka	Palle Gamayalage Manju Sri Jayashantha
18 - Weragoda	Muthugal Pedige Sameera Priyasad Muthugala
19 - Menikkadawara	Nakathdurage Akila Prasad Jayarathne
20 - Mahapallegama	Makuralage Priyanganee Samanmala
21 - Alpitiya	Agam Podige Ruwani Tharanga Wimarshani
22 - Algama	Wijayalath Arachchilage Manjula Sarath Kumara
23 - Pahala Lenagala	Rajapaksha Withanamalage Nayana Padmini Kumari
24 - Weragala	Muhandiramalage Warnasiri Bandara Muhandiram
