ward	name
1 - Thulhiriya	Dewatha Pedige Sisira Kumara Sarathchandra Gunadasa
2 - Opatha	Rajapakshage Kalyani Priyadarshani Rajapaksha
3 - Kodapaluwa	Akunupedi Durayalage Karunarathne
4 - Waddeniya	Karunasinghe Panditharathne Vedamudalige Sashini Dihani Karunasinghe
5 - Egalla	Minipura Dissanayakalage Chalani Shanthika Senadheera
6 - Morawaka	Wickramaarachchillage Wasantha Bandara Wickramaarachchi
7 - Mangedara	Kalalpitiyalage Sirilal Ranasinghe
8 - Ambepussa	Dissanayake Pathiranage Suneetha Shanthi Dissanayake
9 - Warakapola	Ponnasami Selwaraj
9 - Warakapola	Mallawaarachchige Don Jayantha Kumara
10 - Othnapitiya	Sudu Hakuralage Gamini Samaraweera
11 - Nelundeniya	Thambadiya Kapuralalage Dharmawardana
12 - Dedigama	Ahangama Walawege Chandrakanthi Swarnalatha
13 - Kukulpane	Jayasingha Achchillage Indika Damith Jayasinghe
14 - Ethnawala	Panawaththage Thilan Priyankara
15 - Godawela	Samarathunga Randunu Appuhamillage Janaka Nilantha Samarathunga
16 - Algama Ihagama	Gunasila Jayawardena Kankanamalage Harshani Priyangika Jayawardene
17 - Uduwaka	Hakuru Kumburalage Thilanka Udaya Kumara
18 - Weragoda	Rajapaksha Mudiyanselage Lionel Thilakarathne
19 - Menikkadawara	Ranhoti Pedige Jagath Abesinghe
20 - Mahapallegama	Alankara Pedilage Irangani Hemalatha
21 - Alpitiya	Wilabada Kankanamalage Tharanga Kumara
22 - Algama	Muthukutti Kankanamalage Champika Priyanthi
23 - Pahala Lenagala	Rajapaksha Pathirajage Manjula Prabhath Rajapakshe
24 - Weragala	Thamara Kumari Panawala
