ward	name
1 - Kahattewella	Jayaweera Mudiyanselage Nirosha Samanmali
2 - Kahagolla	Horadagoda Arachilage Don Chandani Manel Kumari
3 - Diyathalawa	Premalal Kumarasiri Gmmanpila
4 - Ellagama	Mallika Aththanayaka Mudiyanselage Asantha Suneth Ruberu
5 - Haputhalegama	Guruge Pradeep Sangeth Fernando
5 - Haputhalegama	Kadadora Rathnayaka Mudiyanselage Nimal Rathnayaka
6 - Kadurugamuwa	Herath Mudiyanselage Wasana Deshapriya Bandara Kadurugamuwa
7 - Umankandura	Ajith Susil Gammanpila
8 - Haputhale	Ramasundaram Ranjan
8 - Haputhale	Guruge Romiulas Fernando
9 - Dambethenna	Ranaweerasingha Mudiyanselage Dinesha Ramyalatha Ranaweera
9 - Dambethenna	Tharaperume Jothirathnalage Sunethra
