ward	name
1 - Kahattewella	Wile Hewanennehelage Saliya Jeewantha Keerthinayake
2 - Kahagolla	Mapa Mudiyanselage Karunarathna
3 - Diyathalawa	Anwardeen Nihardeen
4 - Ellagama	Rathnaya Mudiyanselage Ashoka Udaya Kumara Rathnayake
5 - Haputhalegama	Dissanayake Mudiyanselaga Lokumanike Dissanayake
5 - Haputhalegama	Nadaraja Rames
6 - Kadurugamuwa	Samarasingha Arachchilage Damith Dushmantha Wijesingha
7 - Umankandura	Dammalage Sudath Arunaranjana
8 - Haputhale	Subramaniyam Suwada
8 - Haputhale	Arokiyam Gnanamani
9 - Dambethenna	Velsami Krishnakumar
9 - Dambethenna	Kandasami Jeganadan
