ward	name
1 - Obeysekarapura North	Wanni Arachchige Prasanna Sanjeewa Rodrigo
2 - Obeysekarapura South	Weerasuriya Arachchige Chandima Nayanajith
3 - Moragasmulla	Bopitiyagamage Nilmini Krishanthi Perera
4 - Welikada Central	Alahapperumage Shyama Priyadarshani
5 - Rajagiriya	Godapitiya Liyanage Thilakarathna
6 - Bandaranayakapura	Korappa Gopalge Vino Indrajith Kumara
7 - Nawala West	Wijekoon Mudiyanselage Nimal Bandara
8 - Koswatta	Mallawa Arachchige Nishantha Gunawardene
9 - Ethulkotte West	Muhandiramge Rusiru Tharaka Perera Gomes
10 - Ethulkotte	Kuruwitage Sajitha Deepashika Silva
11 - Pitakotte East	Nuwan Chamith Wijesundara
12 - Pitakotte	Nilanthi Hettiarachchi
13 - Pitakotte West	Velathanthrige Kasun Niluksha Botheju
14 - Nawala East	Suraj Anthony Perera Jayasuriya
15 - Nugegoda West	Ranjith Jayantha Rupasinghe
16 - Pagoda North	Ganewattage Don Lalith Vincent Abayarathna
17 - Nugegoda East	Ama Gagana Anurudditha Usgodaarachchi
18 - Pagoda East	Liyana Pathiranage Ivon on Perera
19 - Gangodawila East	Chulan Lakmal Edirisinghe
20 - Gangodawila South	Polwaththa Gallage Ranil Saman Kumara
21 - Gangodawila West	Asithanjan Panduka Sena Amarasinghe
