ward	name
1 - Obeysekarapura North	Malawita Rallage Udaya Bandara
2 - Obeysekarapura South	Nayin Kaluge Dilanka Lakmali Rajasekara
3 - Moragasmulla	Kuppusami Ayyan Perumal
4 - Welikada Central	Thalagahawatta Gam Acharige Thushari Wasana
5 - Rajagiriya	Dawundasekara Mudiyanselage Amila Randunu Jayaratna
6 - Bandaranayakapura	Dasanayaka Aluthge Tharushi Indeewari
7 - Nawala West	Hapan Thanthrige Tharidu Akalanka
8 - Koswatta	Katugampalage Nishantha
9 - Ethulkotte West	Wannipurage Lalith Pushpakumara
10 - Ethulkotte	Uduwaka Acharige Nihal Gamini de Silva
11 - Pitakotte East	Kollara Sathyapala Harilal
12 - Pitakotte	Kosgodage Tissa Gokale Clemenat Siyaguna
13 - Pitakotte West	Weligoda Gamage Gayan Pradeep
14 - Nawala East	Kodithuwakku Arachchige Malani
15 - Nugegoda West	Udumalagala Piyananda himi
16 - Pagoda North	Dikowita Kamkanamlage Sarath Thilakaratna
17 - Nugegoda East	Ajith Wijesingha Devapurage
18 - Pagoda East	Sanjaya Sriyal Waththuhewa
19 - Gangodawila East	Karandagodage Ravindra Varnajith Perera
20 - Gangodawila South	Thanthulage Shantha Fernando Wickramasuriya Gunawardena
21 - Gangodawila West	Hettiarachchige Jayanthi Asoka
