ward	name
1 - Halmulla	Banagala Liyanage Chandramal Prabhath Ranawaka
2 - Welewatta	Leslie Peter Ahar
3 - Kiththampahuwa	Edirisinghe Arachchige Shasitha Tharangani
4 - Wennawatta	Vallagoda Arachchige Lakmal Kumara Perera
5 - Maha Buthgamuwa	Angalugaha Kankanamlage Thushara Priyadarshana Perera
6 - Kuda Buthgamuwa	Koswaththa Liyanage Chathura Lakmal
7 - Kelanimulla	Thalavathugodage Dulika Shyamali Kumari
8 - Ambathale	Yasmintha Nikshana Narangoda
9 - Udumulla	Angalugaha Kankanamlage Nuwan Indika Perera
10 - Malgama	Karannagodage Shyama Lakmali Perera
11 - Mulleriyawa	Lokuge Nishantha Udaya Kumara Perera
12 - Malpura	Paragoda Liyanage Nalin Prasanna Liyanage
13 - Kotikawatta	Rejas Kankanamge Shashi Kelum Satharasingha
14 - Batalandahena	Yalage Don Dilan Madusankha
15 - Megoda Kolonnawa	Aluthjage Chamila Sandun Prasad Perera
15 - Megoda Kolonnawa	Angulagaha Kankanamalage Stanley Perera
16 - Gothatuwa	Idangodage Don Pasindu Sampath
17 - Madinnagoda	Hindeni Pathirajage Don Sangeeth Rangana Kumara
18 - Dodamgahahena	Madalakandage Don Udaya Susantha Kumara
19 - Himbutana	Mayadunnage Indika Kumara
20 - Udumulla South	Thalawathugodage Lahiru Prasan Lakmal
21 - Rajasinghegama	Weligath Sethuge Sanjeewa Prabath
