ward	name
1 - Halmulla	Dasanayake Mudiyanselage Egoda Gedara Sudharma Pushpakumari Dasanayake
2 - Welewatta	Baththaramulla Gamage Shalika Prashadini
3 - Kiththampahuwa	Kodithuwakku Arachchi Thisal Deelaka
4 - Wennawatta	Rajapakshaarachchilage Shashika Iroshan
5 - Maha Buthgamuwa	Kankani Gamaralalage Buddhika Sampath
6 - Kuda Buthgamuwa	Wijesinghe Arachchige Chalani Erangi Wijesinghe
7 - Kelanimulla	Lokuliyanage Gayan Sujith Kumara
8 - Ambathale	Ranasinghe Arachchige Pradeep Kumara
9 - Udumulla	Polwaththage Ruwan Kelum Perera
10 - Malgama	Udaha Walawwe Mahesh Kumara Bandara
11 - Mulleriyawa	Don Udeshika Lakmal Wijesooriya
12 - Malpura	Gamage Ghanaka Pradeep Rajapaksha
13 - Kotikawatta	Hiyare Vidane Gamage Champika Eranda Jayawardhana
14 - Batalandahena	Liyanage Sarath Nissanka Perera
15 - Megoda Kolonnawa	Lenagamage Don Janaka Priyadarshana
15 - Megoda Kolonnawa	Weerathunga Arachchige Don Hemantha Weerathunga
16 - Gothatuwa	Galedande Ekanayaka Mudiyanselage Makumbure Walawe Mahinda Rathna Bandara Ekanayaka
17 - Madinnagoda	Ihala Uswaththage Dilshan Madhusanka Gunawickrama
18 - Dodamgahahena	Gardiye Punchihewage Duminda Eranga
19 - Himbutana	Kankanige Asiri Sagara Perera
20 - Udumulla South	Kalubowilage Thilak Pemasiri Alwis
21 - Rajasinghegama	Bomiriya Arachchige Gunapala
