ward	name
1 - Malamura	Warapitiyage Ajith Priyantha
2 - Mapalagama	Deweni Guruge Amila Dhanushka Lakmal
3 - Parana Thanayamgoda	Kumarage Wasantha
4 - Gammaddegoda	Chaminda Liyanage
5 - Nagoda	Nilanka Nadeeshan Nanayakkara
6 - Udugama	Poramba Batagoda Kankanamge Thirangani Sagarika
7 - Homadola	Dediyagala Gamacharige Kelum Pushpakumara
8 - Aluthwatta	Endera Arachchige Virendra Ajith Kumara
9 - Gonadeniya	Weerasingha Pathiranage Jayathilaka
10 - Udalamatta	Shantha Jayalath Sumanasekara
11 - Keppetiyagoda	Ranasingha Arachchige Ranjith Manel
12 - Uda Welevitiya	Kariyawasam Weerasingha Arachchi Breeta Nishamani
13 - Unanvitiya	Dodamgoda Liyanage Kumarasiri
14 - Urala	Upul Priyadarshana Nanayakkara
15 - Yatalamatta	Rajapaksha Pathiranage Don Dhammika
