ward	name
1 - Deewala	Dewathage Santha Sisira Kumara
2 - Uduwewela	Rankothge Dinesh Gunarathna
3 - Ussapitiya	Kolamba Thanthirilage Santha Perera
4 - Talgamuwa	Subasinhaarachchillage Amila Shiwantha Bandara
5 - Nikapitiya	Rankoth Pedige Mihindu Sankalpa Thilakarathna
6 - Asmadala	Dissanayaka Arachchillage Ajith Wasanta Dissanayaka
7 - Debathgama	Athugalage Saman Kumara
8 - Hathgampala	Suraweera Arachchilage Rohana Kumara Suraweera
9 - Gavilipitiya	Madugodage Pushpa Kumara
10 - Dippitiya	Owitigala Withanage Mangalika
11 - Habalakkawa	Mohamed Paruk Mohomed Imran
12 - Thalgaspitiya	Jayakodi Arachchige Lakmini Chamila Kumari Jayakodi
13 - Gataberikandha	Ambalakandayalage Susantha Rohana
14 - Ganthuna	Athugalage Wimala Athugala
15 - Narangala	Welanthalawe Harsha Sampath Jayathilaka
16 - Aranayaka	Attanayaka Kalpage Chaminda Gunarathna
17 - Hakurugammana	Atampawala Rallage Kithsiri Rohana Atampawala
18 - Selawa	Nandamuni Arachchillage Famika Dilrukshi Senarathna
