ward	name
1 - Udaththwa	Randunu Mudiyanselage Thilak Nishantha
2 - Himbutuwa	Egodaha Waththe Gedara Gamini Senarathne
3 - Kolongoda	Basnayake Mudiyanselage Thilanka Kumari
4 - Udawela	Kaikawala Jinananda Thero
5 - Ulpathagama	Yahangal Mudiyanselage Asseddume Gedara Weerakoon
6 - Mahayaya	Malalasekarage Chaminda Dinushka
7 - Hasalaka	Yahangal Mudiyanselage Asseddume Gedara Indunil Prasad Wijerathne
8 - Mahaassedduma	Basnayake Mudiyanselage Udailuke Gedara Dissanayake
9 - pallewaththa	Basnayake Mudiyanselage Galagawa Gedara Senavirathne
10 - Morayaya	Yahangal Mudiyanselage Assaddume Gedara Sujith Priyankara Abeyrathne
11 - Handaganawa	Batagalle Gedara Ajith Kumara Wimalasiri
12 - Ambagahapelessa	Pahala Thel Hawadigedara Swarnalatha
13 - Minipe	Malalasekarage Richard Jayawardhana
