ward	name
1 - Kobbakaduwa	Gaya Niranjala Shanthi Lanka Panamwala
2 - Yahalatanna	Noor Mohomad Abdul Ahad
3 - murutalawa	Mangalagama Watte Gedara Hemantha Tissa Kumara Jayasekara
4 - Dehianga	Mohamad Madinam Mohamad Safraz
5 - Dodamwala	Watapallange Gedara Warnani Dharmadasa
6 - Udawela	Bulathwatte Munasinghe Dewayale Wijedasa
7 - Walgampaya	Wasalamunidewage Sirilal Munasinghe
8 - kotalegoda	Chandani Somasiri
9 - Manekdewala	Rathnayake Mudiyanselage Gayan Prabath
10 - Alagalla	Palani Yandi Logeshwaram
11 - Godigamuwa	Mahamudiyanselage Walawwe Aruna Shantha
12 - Balana	Hodamuni Gedara Nilanthi Sandya Ranathunga
13 - Amunupura	Rathnayake Mudiyanselage Anurukshika Dulanjali Mahalekam
14 - Malegatanna	Rohan Thilak Gurusinghe
15 - Haleyadda	Pahala Gedara Heen Banda
16 - Danture	Wasalamuni Dewage Jayarathne
17 - Arabegama	Kumbure Gedara Ajith Bandara
18 - Geragama	Daskara Watte Gedara Asanka Lalith Kumara
19 - Sureyagoda	Deniyawatte Gedara Prasad Kasun Wijethunga
20 - Gannoruwa	Jayampedi Gedara Ruwan Aravinda Gunasena
21 - Ereyagama	Asanka Vipula Kumara
22 - Dehideneya	Abeysinghe Mudiyanselage Samantha Udaya Bandara
23 - Pelapeteya	Akalanka Delanga
24 - Eadaduwawa	Musippattu Gedara Nirusha Nimsara
25 - Bulumulla	Weerasekara Mudiyanselage Dinushka Bandara Weerasekara
26 - Aebelmegama	Rathnayaka Mudiyanselage Upul Thilakarathna Bandara
