ward	name
1 - kandapola	Balakrishnan Pathmasiri
2 - Park	Shanmugam Shanthi
3 - Galpalama	Sellaiah Neminadan
4 - Pedroo	Rathnajothy Basil Krishanth
5 - Shanthipura	Ramaiah Ulaganadan
9 - Nanuoya	Rajagopal Ponnar
10 - Magoda	Suppaiah Kanagalingam
11 - Ruwaneliya	Jeganadan Arunasalam
12 - Seethaeliya	Selliah Ramachandran
13 - Meepilimana	Velayudam Kalaimohan
14 - Perakumpura	Arikrishnan Idayaranjani
15 - Kirimetiya	Kaupaiah Wijekumaran
16 - Waltrim	Sivanandan Nirubanandan
29 - Ambewela	Ramaiah Thiruchelvi
