ward	name
1 - Sewa janapathaya	Moraethage Prinsi Shiyara Ariyasena
2 - Gemunupura	Ranpatabendige Nirmali Sriyalatha De Silva
3 - Kavanthissapura	Mallika Arachchilage Subasinghe Bandara
4 - Lassanagama	Srivarthana Samaraverage Santha Geth Samaravera
5 - Sinhapura	Ilanthari Pedige Chandrarathna
6 - Samanpura	Hatuvan Pedige Sujith Indika Wijeathna
7 - Sri Thissapura	Weerasuriya Arachchilage Gamini Ajithkumara
8 - Padavi Sripura	Emiya Ralalage Sunil Sriwarthana
9 - Jayanthiwewa	Bulugolle Gedara Mudiyanselage Dines Madusanka Sarath Srivardana
10 - Paranamadawachiya	Wijesooriya Mudiyanselage Prasath Indunil Rohana
