ward	name
1 - Gombaddala	Ranaweera Gamage Wijethunga
2 - Mulatiyana	Ilandari Dewage Nuwan Kumara
3 - Deiyandara	Liyana Arachchige Nandawathie
4 - Ketiyape	Samara Singe Dakshi Neluma Priyanganee
5 - Dewalegama	Abeywickrama Kulappu Liyana Arachchige Ariyasena
6 - Pitawalagamuwa	Hewa Anthonige Sisira Priyantha
7 - Radawela	Thannippuleeli Hevage Nadeeka Piyumali
8 - Seenipella	Prathapasingha Arachchige Suneetha
9 - Beragama	Aruma Gamage Udayanka Sisira Kumara
10 - Makandura	Abeythunga Kankanam Gamachchige Chandana
11 - Ransegoda	Padipperuma Arachchigei Sunil Shantha
12 - Meepawita	Vitharanage Dharshika Sandamali
13 - Bamunugama	Liyana Thanthiri Gamage Asanga Anuradha
