ward	name
1 - Gombaddala	Wickramage Pramod Dimantha
2 - Mulatiyana	Virajith Asanka Wickramarathne
3 - Deiyandara	Rukshila Madhubhashinie Jasinghe
4 - Ketiyape	Mahabadalge Nadeesha Madhushani
5 - Dewalegama	Vidanagamage Karunasena
6 - Pitawalagamuwa	Hewa Anthonige Mal Kasun Wijesinghe
7 - Radawela	Sameera Madhushanka Dissanayaka
8 - Seenipella	Liyana Pathiranage Janaka Saman
9 - Beragama	Dickwella Gamage Prasad Sanjeewa
10 - Makandura	Hiththetige Amila
11 - Ransegoda	Vidanagamage Sugath Priyantha
12 - Meepawita	Ananda Dahanayaka Yapa
13 - Bamunugama	Radage Wasantha Rathnayake
