ward	name
2 - Galpatha	Rajagopal Sivanandam
3 - Kabulumulla	Hewagala Manikkage Idunil Abeywickrama
4 - Yatiyanthota	Selambaram Shivasaththinadam
6 - Dombepola	Narayanan Sri Punidakumar
7 - Amanawala	Ramaiha Kalimuththu
8 - Seepoth	Nagasami Selvaraj
9 - Dunukedeniya	Kalimuththu Yaganadan
11 - Neluwathukanda	Wijerathnam Sandara Sekaran
12 - Ganepalla	Hetti Arachchige Hinni Appuhami Siripala Darshini
13 - Garagoda	Mervin Francis Joseph
15 - Pelellegama	Velu Maheswaran
16 - Gonagamuwa	Hewagala Manikkage Rumeshika
