ward	name
1 - Gomadiya	Alupotha Gamagei Jayathissa
2 - siyarapitiya	Wickrama Gunarathna Pinidiyabandara Nayanajith Deshapriya
3 - Ritigahayaya	Lewliyadda Mudiyanselage Dananjaya Bandara
4 - walipitiya	Rathnayaka Liyanage Percy Warna
5 - Middeniya	Wijekoon Disanayaka Mabarana Dharmasiri Harishchandra
6 - Murungagasyaya	Ariyadasa Amarakoon
7 - Ulahitiyawa	Geegana Gama Achchige Dayarathna
8 - Horavinna	Abeythunga Kankanam Gamachchige Jayantha
9 - Katuwana	Nanayakkara Kuruppuge Don Kavisena
10 - Wathukanda	Omalpage Kapila Weerasekara
11 - Walgammulla	Weerahinge Piyathissa
12 - Namanaliya	Pattikara Bandanage Thushitha Lakmal
13 - Welandagoda	Ediri Bandanage Indika Prasad Wickramasinghe
14 - Warapitiya	Kodikara Arachchige Jagath Keerthi Sampath
15 - Dehigahahena	Senarath Jathun Arachchige Samith Tharanga
16 - kakiriobada	Vitharanage Nisansala Dilrukshi
17 - horewela	Walimunige Tharangasiri Priyankara
