ward	name
1 - Gomadiya	Kariwila Kandage Chaminda Kumara
2 - siyarapitiya	Edirimannage Rathnaweera
3 - Ritigahayaya	Niluka Samadi Samarasinghe
4 - walipitiya	Malawige Kelum Priyankara
5 - Middeniya	Amarasinhage Lasitha Madhuranga
6 - Murungagasyaya	Jayasekara Liyanage Jayantha
7 - Ulahitiyawa	Athukorala Kodithuwakkuge Udith Sandaruwan
8 - Horavinna	Amudamana Arachchige Gunasena
9 - Katuwana	Kadukannage Kanishka Nagarathna
10 - Wathukanda	Nammuni Arachchige Vimal Samaranayaka
11 - Walgammulla	Kahagala Hewage Nishantha
12 - Namanaliya	Rathnagoda Baranaduge Tenison
13 - Welandagoda	Ihala Kaththrikkage Sampath Abeywickrama
14 - Warapitiya	Kodikara Kankanamge Jagath Priyantha Shyamalal
15 - Dehigahahena	Mathukandage Dayasena
16 - kakiriobada	Kariyawasam Katukoliha Gamage Sumethra
17 - horewela	Kattadige Prasad Madulal
