district_id	lg_id	ward_num	party	name
LK-11	LG-11001	0	DPC	Udayakumar Seetha
LK-11	LG-11001	0	DPC	V. Danalaxmi
LK-11	LG-11001	0	DPC	Vedamuthu Loordu Markrat
LK-11	LG-11001	0	DPC	Yamuna Ravindhiran
LK-11	LG-11001	0	FPF	Akuressa Ariya Sagara Thero
LK-11	LG-11001	0	FPF	Chithra Pathiranage Sumandasa
LK-11	LG-11001	0	FPF	Christeen Rosemary Mansandan
LK-11	LG-11001	0	FPF	Dhammika Sanjeewani Wanigasooriya
LK-11	LG-11001	0	FPF	Edhirimuni Devapriya Priyantha Soysa
LK-11	LG-11001	0	FPF	Edirimannage Ariyavathi Dabare
LK-11	LG-11001	0	FPF	Galagama Dhammaransi Thero
LK-11	LG-11001	0	FPF	Gamaralalage Sudarshana
LK-11	LG-11001	0	FPF	Gnei Shamarin Shiyam
LK-11	LG-11001	0	FPF	Hapuaarachige Chandrasena
LK-11	LG-11001	0	FPF	Hapugoda Arachchi Kankanamge Nayana Dushanthi
LK-11	LG-11001	0	FPF	Hathwella Liyanage Nishantha Dewapriya
LK-11	LG-11001	0	FPF	Hettiaarachchige Prema Ranjani Perara
LK-11	LG-11001	0	FPF	Hiniduma Liyanage Pushpa Nayana Nilanthi
LK-11	LG-11001	0	FPF	Inoka Renu Kodithuwakku
LK-11	LG-11001	0	FPF	Jayawardane Kankanamge Thanuja Geethanjali
LK-11	LG-11001	0	FPF	Kellapatha Vitharanage Nilushi Shiranthika Lakmali
LK-11	LG-11001	0	FPF	Kiththalapitiyage Priya Hasith Virajini
LK-11	LG-11001	0	FPF	Kotta Enduma Jayawardane Kankanamge Chammika Pushpakumara
LK-11	LG-11001	0	FPF	Kurukulasoorya Patabedige Nalinda Priyadarshana Fernando
LK-11	LG-11001	0	FPF	Liyanage Senith Kevindu de Silva
LK-11	LG-11001	0	FPF	Lokurajage Steven
LK-11	LG-11001	0	FPF	Marimutthu Jeewamadhi
LK-11	LG-11001	0	FPF	Mihiri Hansika Abraham
LK-11	LG-11001	0	FPF	Mohammed Imran Mohammed Kisar
LK-11	LG-11001	0	FPF	Morakaduwage Dissanayake Morakaduwa
LK-11	LG-11001	0	FPF	Nuwan chamara Wijesinghe
LK-11	LG-11001	0	FPF	Padabedhigama Aacharige Dasun Pradeep Kumara
LK-11	LG-11001	0	FPF	Poornima Shivangi Wijegunawardane
LK-11	LG-11001	0	FPF	Ranasinghe Arachchige Nipuni Chathurika
LK-11	LG-11001	0	FPF	Salgaduge Sarath Dias
LK-11	LG-11001	0	FPF	Samarasinghe Dissanayakege Sujeewa Damayanthi Perera
LK-11	LG-11001	0	FPF	Sankalpana Ranishka Thilagaratna
LK-11	LG-11001	0	FPF	Siddihalage Chandra Malkanthi
LK-11	LG-11001	0	FPF	Sumith Prema Kumara Edirirathna
LK-11	LG-11001	0	FPF	Thennakoon Vijayalath Harshani Priyanga
LK-11	LG-11001	0	FPF	Thuwan Halawudeen Harafan
LK-11	LG-11001	0	FPF	Udahage Dona Nilanthi
LK-11	LG-11001	0	FPF	Udahage Done Shirani Dammika
LK-11	LG-11001	0	FPF	Udawatthage Sobani
LK-11	LG-11001	0	FPF	Vidana Gamge Don Nihal Anura
LK-11	LG-11001	0	FPF	Vithanage Sachini Nibandana
LK-11	LG-11001	0	FPF	Weerasinghe Arachchige Priyantha Sumith Kumara
LK-11	LG-11001	0	FPF	Wijemuni Viranjana Sandamini de Soysa
LK-11	LG-11001	0	FPF	Wijesinghege Hemasiri
LK-11	LG-11001	0	FPF	Yakkala Mullage Thivanka Sumeda Jayalath
LK-11	LG-11001	0	IG1	Abdul Hafeel Abdul Majeed
LK-11	LG-11001	0	IG1	Abdul Nayim Fathima Minha
LK-11	LG-11001	0	IG1	Abeysighe Arachchilage Shyamali Madhumali
LK-11	LG-11001	0	IG1	Angul Maduwa Gamage Gamini Perera
LK-11	LG-11001	0	IG1	Ansaar Mohommed Askar
LK-11	LG-11001	0	IG1	Asan Fathima Fasmeena
LK-11	LG-11001	0	IG1	Asmeer Jineeta
LK-11	LG-11001	0	IG1	Bethmage Chanaka Eranda Perera
LK-11	LG-11001	0	IG1	Bethmage Udaya Rawindra Prera
LK-11	LG-11001	0	IG1	Canista Jacob
LK-11	LG-11001	0	IG1	Chathuranga Athukorala
LK-11	LG-11001	0	IG1	Douglas Krishan Francis
LK-11	LG-11001	0	IG1	Ediri Bandanage Mayura Dinushan
LK-11	LG-11001	0	IG1	Fathima Raseena
LK-11	LG-11001	0	IG1	Ganepitiye Gedara Priyantha Pushpa Kumara
LK-11	LG-11001	0	IG1	Hetti Arachchige Nipun Vishvajith
LK-11	LG-11001	0	IG1	Hetti Arachchige Rachitha Sampath
LK-11	LG-11001	0	IG1	Hetti Arachchige Wajira Hemamali Kumarasingha
LK-11	LG-11001	0	IG1	Hetti Kankanamalage Palitha Kumara
LK-11	LG-11001	0	IG1	Hingala Pedige Chandra Malani
LK-11	LG-11001	0	IG1	Kodipili Arachchige Swarna Subhashani
LK-11	LG-11001	0	IG1	Kotte Hewage Prasanna Kumara
LK-11	LG-11001	0	IG1	Mahagedara Banda Nirosha Kumari
LK-11	LG-11001	0	IG1	Mahagedara Bandalage Nadeeshan Udaya Kumara
LK-11	LG-11001	0	IG1	Maharama Mahacharige Duminda
LK-11	LG-11001	0	IG1	Makawitage Lalani Sudarshani
LK-11	LG-11001	0	IG1	Mohommed Raheek Marso
LK-11	LG-11001	0	IG1	Mohommed Razeen Mohommed Asmi
LK-11	LG-11001	0	IG1	Mohommed Sewahir Fathima Risana
LK-11	LG-11001	0	IG1	Munusami Vasudevan
LK-11	LG-11001	0	IG1	Nadeeka Gayawi Koongahawaththa
LK-11	LG-11001	0	IG1	Peththa Handi Kalani
LK-11	LG-11001	0	IG1	Rajan Madhuran
LK-11	LG-11001	0	IG1	Saleemkhan Sharmin Begham
LK-11	LG-11001	0	IG1	Samarasingha Mudalige Imanjali Dewmini
LK-11	LG-11001	0	IG1	Sandanapichchei Belata
LK-11	LG-11001	0	IG1	Sanjaya Chamodana De Silva
LK-11	LG-11001	0	IG1	Sekar Budddhika
LK-11	LG-11001	0	IG1	Sinnayiya Suganthi
LK-11	LG-11001	0	IG1	Sirinayaka Pathiranalage Somalatha
LK-11	LG-11001	0	IG1	Siyambalapitiyage Indra Samanlatha
LK-11	LG-11001	0	IG1	Thuwan Jummath Thuwan Sakeel
LK-11	LG-11001	0	IG1	Waduge Sharmili Nirosha Gunathilaka
LK-11	LG-11001	0	IG1	Wattoru Ralalage Nirosha Jeewani
LK-11	LG-11001	0	IG1	Wedage Ruwan Mihindukula
LK-11	LG-11001	0	IG1	Welithanthirage Lakmali Priyadarshani
LK-11	LG-11001	0	IG1	Wijayalak Peliyage Manel
LK-11	LG-11001	0	IG2	Ameerul Shahim Fathima Safana
LK-11	LG-11001	0	IG2	Appukutti Arachchige Don Geetha Ranjani
LK-11	LG-11001	0	IG2	Asoka Lalith Kaluwitharana
LK-11	LG-11001	0	IG2	Dandeniyage Chandralochani Perera
LK-11	LG-11001	0	IG2	Dodampa Gamage Dhammika Ashoka
LK-11	LG-11001	0	IG2	Dulani Kanchana Sirimanna
LK-11	LG-11001	0	IG2	Fais Mohommed Hussain Firsan
LK-11	LG-11001	0	IG2	Fais Mohommed Hussain Ramsi
LK-11	LG-11001	0	IG2	Fathima Mirsana Luthufi
LK-11	LG-11001	0	IG2	Fathima Risviya Rilvan
LK-11	LG-11001	0	IG2	Fathima Samiha Issadeen
LK-11	LG-11001	0	IG2	Fathima Sumaiya Niyas
LK-11	LG-11001	0	IG2	Habarakada Henadheerage Airangani
LK-11	LG-11001	0	IG2	Hewa Welangodage Sunanda
LK-11	LG-11001	0	IG2	Jayakodi Arachchige Chandra Jinadari
LK-11	LG-11001	0	IG2	Kaluperumage Hema Airangani Silva
LK-11	LG-11001	0	IG2	Kanakke Gamage Ramyalatha
LK-11	LG-11001	0	IG2	Kannangara Arachchige Ashoka Sarath
LK-11	LG-11001	0	IG2	Kodagoda Arachchige Dushantha Pradeep Perera
LK-11	LG-11001	0	IG2	Liyana Arachchige Chaminda Kumara
LK-11	LG-11001	0	IG2	Mahagedara Waththage Don Janidu Bosilu
LK-11	LG-11001	0	IG2	Malpita Gamage Indumathi
LK-11	LG-11001	0	IG2	Manage Sudharma Chandraseeli
LK-11	LG-11001	0	IG2	Maththumagala Arachchige Shamali Suja Kumari
LK-11	LG-11001	0	IG2	Mebhal Elizabeth Simon
LK-11	LG-11001	0	IG2	Miguel Hewage Rupika
LK-11	LG-11001	0	IG2	Millaniyage Jeewani Chandima Peiris
LK-11	LG-11001	0	IG2	Mohommed Hamsa Noor Ashafari
LK-11	LG-11001	0	IG2	Mohommed Jaufar Fathima Parika
LK-11	LG-11001	0	IG2	Mohommed Jawfar Fathima Fareesa
LK-11	LG-11001	0	IG2	Mohommed Santhar Ali Shyama Banu
LK-11	LG-11001	0	IG2	Munasinha Jayadewi De Soysa
LK-11	LG-11001	0	IG2	Nagur Adumei Hussain Lafir
LK-11	LG-11001	0	IG2	Naiduwa Handige Madurawathi
LK-11	LG-11001	0	IG2	Nawaz Khan Lasika Shiromani Damayanthi
LK-11	LG-11001	0	IG2	Nurul Kureisha Lathif
LK-11	LG-11001	0	IG2	Podi Kankanamage Lilly
LK-11	LG-11001	0	IG2	Ramsi Fathima Rimsana
LK-11	LG-11001	0	IG2	Rasika Dilhani Kumari Batagama Arachchi
LK-11	LG-11001	0	IG2	Rathnapriya Hatharasinghe
LK-11	LG-11001	0	IG2	Rathugamage Malani
LK-11	LG-11001	0	IG2	Sali Ajuwad Noor Najima
LK-11	LG-11001	0	IG2	Shahul Hameed Sinathul Minaya
LK-11	LG-11001	0	IG2	Siyad Jifriya
LK-11	LG-11001	0	IG2	Weerawarna Kurukulasooriya busabaduge Helan Swarna Fernando
LK-11	LG-11001	0	IG2	Welgamage Sarath Chandrakumara
LK-11	LG-11001	0	IG2	Wijesingha Arachchilage Dinika Lakmali
LK-11	LG-11001	0	IG3	Badurul Saman Asma
LK-11	LG-11001	0	IG3	Balasuriyage chamali Nirupika Perera
LK-11	LG-11001	0	IG3	Dambawinnage Chandradasa
LK-11	LG-11001	0	IG3	Dharmalingam Sivapalan
LK-11	LG-11001	0	IG3	Dona Nuwanthi Chathurika Gee Kiyanage
LK-11	LG-11001	0	IG3	Dunuhindage Rosani Madhuwanthi Kumari
LK-11	LG-11001	0	IG3	Edirisuriyage Yasodhara Kumari Dias
LK-11	LG-11001	0	IG3	Galhenage Gnanawathi
LK-11	LG-11001	0	IG3	Galhenage Sumith Sugunasiri
LK-11	LG-11001	0	IG3	Gonapeenawanage Renuka
LK-11	LG-11001	0	IG3	Jagodage Niluka Ishanthi Perera
LK-11	LG-11001	0	IG3	Jayasinghe Arachchige Gayani jayasinghe
LK-11	LG-11001	0	IG3	Kadiresan Mehala
LK-11	LG-11001	0	IG3	Kahawidanalage Dona Rasika
LK-11	LG-11001	0	IG3	Kaluthanthirige Supuni Iroshini Perera
LK-11	LG-11001	0	IG3	Kannanthota Patabandige Rukshika Jeewani Perera
LK-11	LG-11001	0	IG3	Kindulpiti Kapuge Saman Chandana
LK-11	LG-11001	0	IG3	Kodagoda Vithanage Weerasena
LK-11	LG-11001	0	IG3	Kuda baduge Mahesha Shiromani Jayasuriya
LK-11	LG-11001	0	IG3	Lasantha Saman Gunasinghe
LK-11	LG-11001	0	IG3	Madhuranga Padmapriya Dambawinnage
LK-11	LG-11001	0	IG3	Maha Mandige Sriyananda Mendis
LK-11	LG-11001	0	IG3	Mahadurage Sajika Damayanthi
LK-11	LG-11001	0	IG3	Manikku Badathurage Pradeep Kumara
LK-11	LG-11001	0	IG3	Mansoor Hussain Fathima Sharmila
LK-11	LG-11001	0	IG3	Mohammed Ansar Mohammed Hashik
LK-11	LG-11001	0	IG3	Mohammed Bawadeen Fathima Farsida
LK-11	LG-11001	0	IG3	Mohammed Faruk Fausool Ameer
LK-11	LG-11001	0	IG3	Mohammed Suleiman Mohommed Musaji
LK-11	LG-11001	0	IG3	Mohommed Minhaj Fathima Samila
LK-11	LG-11001	0	IG3	Nambukara Wasan Kotugoda Achchige Deepa Lalani
LK-11	LG-11001	0	IG3	Nambukarawasam Kotudura Achchige Anoma Pushpakanthi
LK-11	LG-11001	0	IG3	Nawaz Samsool Madeena
LK-11	LG-11001	0	IG3	Opanayakage Amarawathi
LK-11	LG-11001	0	IG3	Osantha Buddhika Balage
LK-11	LG-11001	0	IG3	Padukkage Don Indrani Kumari
LK-11	LG-11001	0	IG3	Palliya Gedara Kalu kankanamage Chalani Madhushika
LK-11	LG-11001	0	IG3	Parthiban Hari Darshini
LK-11	LG-11001	0	IG3	Ranasinghe Arachchige Anoja Priyangani
LK-11	LG-11001	0	IG3	Shaul Hameed Mohammed Muntas
LK-11	LG-11001	0	IG3	Sumeiah Saman
LK-11	LG-11001	0	IG3	Umar Lebbe Ummu Salma
LK-11	LG-11001	0	IG3	Vidya Pathiranage Sanika Nidarshi
LK-11	LG-11001	0	IG3	Waththawa Arachchilage Manomali
LK-11	LG-11001	0	IG3	heenatigala Pedige Vidusha Prasadi
LK-11	LG-11001	0	IG3	kalanchi Dewage Nilmini Thushari Weerasinghe
LK-11	LG-11001	0	IG3	kuda Baduge Premalal Ajith Kumara
LK-11	LG-11001	0	JJB	Arumugam Sasireka
LK-11	LG-11001	0	JJB	Athukoralage Dharmadasa Perera
LK-11	LG-11001	0	JJB	Dissanayake Mudiyanselage Rasika Chamali Dissanayake
LK-11	LG-11001	0	JJB	Don Poorna Shantha Athapaththu
LK-11	LG-11001	0	JJB	Don Wajira Senarath Parana Yapa
LK-11	LG-11001	0	JJB	Fathima Firosiya Niyaz
LK-11	LG-11001	0	JJB	Galhenage Dona Pushpa Sriyani
LK-11	LG-11001	0	JJB	Gamini Wickramasinghe Senanayake
LK-11	LG-11001	0	JJB	Ganga Subhashani Lakmali Kottegodage
LK-11	LG-11001	0	JJB	Gardi Hewage Nayana Sagari
LK-11	LG-11001	0	JJB	Germein St. Orban Wijethilake
LK-11	LG-11001	0	JJB	Hettiarachchige Jayarathna
LK-11	LG-11001	0	JJB	Hettiarachchige Sudath
LK-11	LG-11001	0	JJB	Hewa Deundarage Gunapala
LK-11	LG-11001	0	JJB	Jayakodi Arachchige Don Rasadari
LK-11	LG-11001	0	JJB	Jayaweera Muhandiramge Ariyasena
LK-11	LG-11001	0	JJB	Kalapuge Sepali Padmini
LK-11	LG-11001	0	JJB	Karunarathna Hewage
LK-11	LG-11001	0	JJB	Mahendran Raja Dinesha Dilrukshi
LK-11	LG-11001	0	JJB	Maththumagala Arachchige Niroshini
LK-11	LG-11001	0	JJB	Meringnage Erandika Sewwandi Costa
LK-11	LG-11001	0	JJB	Mohommed Faleel Mohommed Nausath
LK-11	LG-11001	0	JJB	Mohommed Haneefa Mohommed Saffan
LK-11	LG-11001	0	JJB	Mohommed Hussain Hamid Mohommed Naufar
LK-11	LG-11001	0	JJB	Mohommed Raseen Deen
LK-11	LG-11001	0	JJB	Muniyandi Kuppasamige Munisami Rajarathnam
LK-11	LG-11001	0	JJB	Nanayakkara Amila Prasanga
LK-11	LG-11001	0	JJB	Niyas Mohommed Irshad
LK-11	LG-11001	0	JJB	Omaththage Anuradhi Udeshika Perera
LK-11	LG-11001	0	JJB	Pilana vithanage Surandi Hansika
LK-11	LG-11001	0	JJB	Rajarathnam Suduwan
LK-11	LG-11001	0	JJB	Ranasinghage Shashika Ruwani
LK-11	LG-11001	0	JJB	Roshan Fredrick Ferdinand
LK-11	LG-11001	0	JJB	Ruppegoda Gamage Mallika Sriyalatha
LK-11	LG-11001	0	JJB	Samanthi Anusha Obesekara
LK-11	LG-11001	0	JJB	Sanath Francis
LK-11	LG-11001	0	JJB	Segu Sultan Siththi Hanim
LK-11	LG-11001	0	JJB	Sembuthanthrige Saroja Gunasekara
LK-11	LG-11001	0	JJB	Siththi Nabeela Hamsa
LK-11	LG-11001	0	JJB	Suppiah Kandiah Santhi
LK-11	LG-11001	0	JJB	Suranjith Thissa Gunawardena Weerasinghe
LK-11	LG-11001	0	JJB	Susei Anthony Leena Kristabal
LK-11	LG-11001	0	JJB	Thalayasingham Prabhath Gejendra
LK-11	LG-11001	0	JJB	Thanthiri Waththage Lahiru Niroshan
LK-11	LG-11001	0	JJB	Thirana Gamage Kusumpala
LK-11	LG-11001	0	JJB	Walisarage Dhanoshani Shanika Silva
LK-11	LG-11001	0	JJB	Wanni Arachchige Nisansala Sewwandi
LK-11	LG-11001	0	JSP	A.J.Gresha Floria
LK-11	LG-11001	0	JSP	A.K.Sumithra
LK-11	LG-11001	0	JSP	A.Prashan
LK-11	LG-11001	0	JSP	D.S.W.T Chamara
LK-11	LG-11001	0	JSP	F.Sumithra
LK-11	LG-11001	0	JSP	G.G.N. Priyanka
LK-11	LG-11001	0	JSP	H.S.E Dhabare
LK-11	LG-11001	0	JSP	J,M.P Pabhoda
LK-11	LG-11001	0	JSP	J.M.D.Nilmini Ashoka
LK-11	LG-11001	0	JSP	J.T.Kothalawa
LK-11	LG-11001	0	JSP	K.A.S.P. Ratnayaka
LK-11	LG-11001	0	JSP	K.A.Sudharshani Gunathilaka
LK-11	LG-11001	0	JSP	K.D.Isuri Nawodhya
LK-11	LG-11001	0	JSP	K.K.Gamini
LK-11	LG-11001	0	JSP	M.A. Ameer
LK-11	LG-11001	0	JSP	M.M.M.Abdhul Rahuman
LK-11	LG-11001	0	JSP	M.M.W.Dilani
LK-11	LG-11001	0	JSP	M.Sri Saththiyawadhi
LK-11	LG-11001	0	JSP	M.W.Renuka udayangani
LK-11	LG-11001	0	JSP	M.W.T.Nimantha
LK-11	LG-11001	0	JSP	Mariyadas saththiyanadan
LK-11	LG-11001	0	JSP	Mariyappan Rajenthiran
LK-11	LG-11001	0	JSP	N.G.Ishani Pethumika
LK-11	LG-11001	0	JSP	P.H.M.G Manoj Rangana
LK-11	LG-11001	0	JSP	P.H.M.G Tharanga Sudarshani
LK-11	LG-11001	0	JSP	P.H.Mathara Gamage Thilakasri
LK-11	LG-11001	0	JSP	P.K.Fonseka
LK-11	LG-11001	0	JSP	P.K.Y.Omalshika
LK-11	LG-11001	0	JSP	P.P.A Madusanka
LK-11	LG-11001	0	JSP	P.S.P.Fernando
LK-11	LG-11001	0	JSP	R.D.Sriyalatha
LK-11	LG-11001	0	JSP	R.Raja
LK-11	LG-11001	0	JSP	S.Balasubramaniyam
LK-11	LG-11001	0	JSP	S.M Badhurdeen
LK-11	LG-11001	0	JSP	S.Murugesh Redhika
LK-11	LG-11001	0	JSP	Selladurai Nandha kumari
LK-11	LG-11001	0	JSP	Sinnaiya Vijay
LK-11	LG-11001	0	JSP	Subramaniam Surekha
LK-11	LG-11001	0	JSP	T. P.L. Perara
LK-11	LG-11001	0	JSP	T.H.I.N.M Silva
LK-11	LG-11001	0	JSP	T.S.Ashoka Silva
LK-11	LG-11001	0	JSP	Thavindhiren Sashikala
LK-11	LG-11001	0	JSP	V.S.Jayaratna
LK-11	LG-11001	0	JSP	W.A.D.R Kumara
LK-11	LG-11001	0	JSP	W.G.Prahansa Perara
LK-11	LG-11001	0	JSP	W.P.Premalal Alwis
LK-11	LG-11001	0	JSP	w.G.C.Ranil Senaviratna
LK-11	LG-11001	0	NDF	Annamalai Gawri
LK-11	LG-11001	0	NDF	Antony Dickson
LK-11	LG-11001	0	NDF	Arulappan Anthony Amma
LK-11	LG-11001	0	NDF	Arunasiri Anthon Jelisiyas Arunasiri
LK-11	LG-11001	0	NDF	Ashok Kumar Lalani
LK-11	LG-11001	0	NDF	Ashokumar Gayathri
LK-11	LG-11001	0	NDF	Athukoralage Shashikala Probhodhani Jayasinghe
LK-11	LG-11001	0	NDF	Bargarge Akila Dananjaya
LK-11	LG-11001	0	NDF	Chandrakumar Shalini
LK-11	LG-11001	0	NDF	Chithramel Aamosh Nesaraj
LK-11	LG-11001	0	NDF	Devathas Wasanthi Kumari
LK-11	LG-11001	0	NDF	Fathima Risana Abdul Samath Mohomed Samsaan
LK-11	LG-11001	0	NDF	Fathima Risana Naslin
LK-11	LG-11001	0	NDF	Gobala Krisnan Mala
LK-11	LG-11001	0	NDF	Halawatage Sagarika Madushani Perera
LK-11	LG-11001	0	NDF	Hettiarachchaige Anura
LK-11	LG-11001	0	NDF	Hewawasam Loku Gamage Danushika
LK-11	LG-11001	0	NDF	Ihala Gamage Malini
LK-11	LG-11001	0	NDF	Janadhitheekshani Sumathipala
LK-11	LG-11001	0	NDF	Kanapathi Kaladevi
LK-11	LG-11001	0	NDF	Kanapathi Pushparaja
LK-11	LG-11001	0	NDF	Karupaiya Ras?akumari
LK-11	LG-11001	0	NDF	Kovil Pulle Ranji
LK-11	LG-11001	0	NDF	Krishnaraj Kirubakaran
LK-11	LG-11001	0	NDF	Kurulu Ange Gedara Karunaratna Manjula Ekanayaka
LK-11	LG-11001	0	NDF	Kuruppu Sami Murugesh
LK-11	LG-11001	0	NDF	Lasaras Pradeep Saminda
LK-11	LG-11001	0	NDF	Lesli Bolongnne Aruna
LK-11	LG-11001	0	NDF	Maniwel Theresamma
LK-11	LG-11001	0	NDF	Mohan Abhilashini
LK-11	LG-11001	0	NDF	Mottayan Chithrawel
LK-11	LG-11001	0	NDF	Nallaperuma Thanthirige Dammika Priyadarshani
LK-11	LG-11001	0	NDF	Pingamage Don Sanjeewa Prasath
LK-11	LG-11001	0	NDF	Ravichandran Thimothi Rajan
LK-11	LG-11001	0	NDF	Samantha Arun
LK-11	LG-11001	0	NDF	Saminadan Robert
LK-11	LG-11001	0	NDF	Selladurai Anuskaran
LK-11	LG-11001	0	NDF	Selwanayagam Jeewan Andrew
LK-11	LG-11001	0	NDF	Selwaraj Lakshmi
LK-11	LG-11001	0	NDF	Siwakumar Arulkumar
LK-11	LG-11001	0	NDF	Subraminiyam Vijaykumar
LK-11	LG-11001	0	NDF	Sugumaran Krishanthan
LK-11	LG-11001	0	NDF	Sundharasekaran Roobini
LK-11	LG-11001	0	NDF	Thangawelu Thangalechchumi
LK-11	LG-11001	0	NDF	Wasthu Kanange Wasanthi kanthi
LK-11	LG-11001	0	NDF	Weerakoon Sivayogam
LK-11	LG-11001	0	NDF	sandanam Pillei Pechchiamma
LK-11	LG-11001	0	NSSP	Abdul Kasim Mohamad Sawahir Marikkar
LK-11	LG-11001	0	NSSP	Aiyasami Nawasiwayam Rajendran
LK-11	LG-11001	0	NSSP	Amarasingha Arachchige Nimasha Medavi Jayawardhana
LK-11	LG-11001	0	NSSP	Angamutthu Devika
LK-11	LG-11001	0	NSSP	Anthony Devid Mary Dilvin Jayanthi
LK-11	LG-11001	0	NSSP	Benthara Kottachchi Dilisha Madubashini
LK-11	LG-11001	0	NSSP	Dharmalingam Krishan
LK-11	LG-11001	0	NSSP	Eliyadura Jayath Janidu Senarathna De Silva
LK-11	LG-11001	0	NSSP	Fathima Fasilan Usup
LK-11	LG-11001	0	NSSP	Gabriyal Pillei Alexendar
LK-11	LG-11001	0	NSSP	Ganeson Kamalini
LK-11	LG-11001	0	NSSP	Kanaganandi Sivarasa
LK-11	LG-11001	0	NSSP	Kandaiya Chithradevi
LK-11	LG-11001	0	NSSP	Kankanige Don Jayathissa
LK-11	LG-11001	0	NSSP	Karunanayaka Pathirannahalage Pathmini Piyasili
LK-11	LG-11001	0	NSSP	Kirshnamoorthy Nirosha
LK-11	LG-11001	0	NSSP	Kiwnasami Jeewarani
LK-11	LG-11001	0	NSSP	Lanthuwahandi Aruna Pushpa Kumara
LK-11	LG-11001	0	NSSP	Logeswaran Saumaya
LK-11	LG-11001	0	NSSP	Maheshwaran Padmalatha
LK-11	LG-11001	0	NSSP	Mandadige Yasas Nilupa Fernando Jayawardana
LK-11	LG-11001	0	NSSP	Marasingha Ranasinghage Somalatha
LK-11	LG-11001	0	NSSP	Mariappan Ramakrishnan
LK-11	LG-11001	0	NSSP	Muthuthanthrige Turcy Newton Cooray
LK-11	LG-11001	0	NSSP	Nallaiya Saraswadi
LK-11	LG-11001	0	NSSP	Nikolas Sellaiya
LK-11	LG-11001	0	NSSP	Niriellage Jayasiri Dileesha
LK-11	LG-11001	0	NSSP	Pathmarani Janakan
LK-11	LG-11001	0	NSSP	Periannan Selwadorei
LK-11	LG-11001	0	NSSP	Pothpitige Don Randima Chamari
LK-11	LG-11001	0	NSSP	Rajarathnam Deshan
LK-11	LG-11001	0	NSSP	Ramaiya Jeewan Prasan
LK-11	LG-11001	0	NSSP	Sanmuganadan Suganya
LK-11	LG-11001	0	NSSP	Sengodan Ravisankar
LK-11	LG-11001	0	NSSP	Sesu Magrat Pranando
LK-11	LG-11001	0	NSSP	Shanmugam Sadasivam
LK-11	LG-11001	0	NSSP	Sharman Renuka Dabare
LK-11	LG-11001	0	NSSP	Sinnawelu Premila
LK-11	LG-11001	0	NSSP	Sivakumar Subasini
LK-11	LG-11001	0	NSSP	Subbramaniyam Sittu
LK-11	LG-11001	0	NSSP	Sundaram Kanakajothi
LK-11	LG-11001	0	NSSP	Tawarasa Taridu Madushan
LK-11	LG-11001	0	NSSP	Thotage Mariya Ewanushka Fernando
