ward	name
1 - Unuwathurabubula	Garumuni Arachchilage Ananda Jayalath De Silva
2 - Tampitiya	Weligamage Wijayananda
3 - Samagipura	Wediwela Mudiyanselage Dayasiri Banda
4 - Mahaoya	Jeewandarage Rohini Nandika Swarnapali
5 - Dambadeniya	Rahubadde Kankanamge Gayan Rasika Priyantha
6 - Kekirihena	Borala Liyanage Sarath Kumara
7 - Kudaharasgala	Dhammika Lilani Kotuwegedara
8 - Kelawinna	ThalaBandaralage Samarathunga Siriwardhana
9 - Aranthalawa	Aththanayaka Mudiyanselage Arunasiri Bandara
10 - Pollebedda	Dissanayaka Mudiyanselage Thilakarathna Banda
11 - Lahugala	Basnayaka Mudiyanselage Sugathapala
