ward	name
1 -	Gunasinha Arachchilage Shiwantha Malik Kumara
2 -	Sumedha Dharshana Rajpaksha
3 -	Ilangasinha Arachchige Kanthi
4 -	Konnaran Mudiyanselage Nayani Pradeepika
5 -	Dhaluwathumulla Gamage pramashasa
6 -	Wijesinghe Arachchilage Don Sarath Chandrapala
7 -	Roshan Ishman Buhari
7 -	Chamindha Poriyapaporuma
8 -	Rathanayaka Mudhiyanselage Dinidu Sarwajith
9 -	Dhanesh Anjana Punchihewa
10 -	Thilakarathna Mudhiyanselage Namal Dhanjaya Thalakarathna
11 -	Ransingha Arachchilage Wimal Ravindra Ranasingha
12 -	Morayasge Ruwan Sanjeewa
13 -	Govinnage Kawidu Imalsha Pushpa Kumara
14 -	Nalin Priyantha Senewirathna
