ward	name
1 - Weganthale	Mulnila Ralalage Indika Niroshan Gunarathne
2 - Randiwala	Harakandeniye Gedara Senarath Harankahadeniye
3 - Makehelwala	Henaka Ralalage Nandasena
4 - Makadawara	Muhammadu Hasim Mohomed Afan
5 - Hingula	Kudaralalage Ruwan Thushara Kumarasinghe
6 - Hinguloya	Rathnayaka Mudiyanselage Mohan Sampath Wijayawardhana
7 - Mahawaththa	Abdul Rashid Muhammadu Iqbal
8 - Mawanella	Gasgommane Gedara Udayangani Jayalath Ranaweera
9 - Uthuwankanda	Kankanamalage Jayantha Kumara
10 - Ambulugala	Muhandiramrallage Wijerathna Banda
11 - Lewke	Wahumpurayalage Ranjith Ariyasena
12 - Kiringadeniya	Mohomed Nisar Mohomed Irfan
13 - Edanduwawa	Gotayalage Wijesinghe
14 - Uyanwaththa	Abdullah Mohomed Iqbal
15 - Aluthnuwara	Kankanamalage Prasanna Indika Kankanamalage
16 - Mawela	Wanigasuriya Mudiyanselage Thanuja Dilrukshi Kumari Wanigasuriya
17 - Mahanthegama	Wagasinghe Arachchige Priyanthi
18 - Werake	Hettiwidiye Mudiyanselage Kithsiri Bandara Madiwatta
19 - Ambadeniya	Edirisingha Arachchilage Ganga Chandani Edirisingha
20 - Eraminigammana	Kapuralalage Indika Pushpa Kumara
21 - Ginihappitiya	Kirihatanala Sena Kumarasinghe
22 - Hemmathagama	Thennakon Mudiyanselage Senanayaka
23 - Madulbowa	Mohomed Yasin Mohomed Dilshan
24 - Kehelpannala	Beligas Kotuwe Gedara Ajantha Gamini
