ward	name
1 - Vilana udagama	Ulugedara Seiyadu Mohamadu Mohamadu Hussain
2 - Vilana palegama	Medagammadde Gedara Jayasiri
3 - Alawathugda	Samaraweera Mudalige Thissa De Alwis
3 - Alawathugda	Welusami Sasidaran
4 - Mawathupola	Siththi Rusna Mohommed Ismail
5 - Dippitiya	Dehideniye Wedagedara Ranjan Chandrasiri
6 - Niralla	Adam Lebbe Mohommed Fayas
7 - konakalagala	Hadirame Gedara Menaka Gayani Kulasooriya
8 - Pangollamada	Kamaldeen Mohommed Nilam
9 - Kurugoda	Mohommadu Paruk Mohommed Ajmeer
10 - Bulugohothenna	Abdul Gapoor Pasan Muhammad
11 - Udaweliketiya	Diganahene Gedara Sameen Mahammadu Mihurar
12 - Pallewelikatiya	Sameer Ahamad Muhamad Siyam
13 - Akurana	Mohommed Abdul Haleem Mohommed Sauraj
14 - Waragashinna	Mohomad Suleiman Abdul Sakoor
15 - Kurudugahaela	Mohomad Abdul Kadar Munseer
16 - Thelabughawatta	Illadeen Mohomad Ikram
17 - Digala dunuwila	Alupathe Gedara Swarnalatha
