ward	name
1 - kadawadduwa	Priyantha Nanayakkara
2 - Uda aparakka	Hamaragoda Kuruppuge Gunapala
3 - Pathegama	Amarasinghe Kankanamge Manjula Prasad
4 - Naotunna	Mala Priyangika Boodahewa
5 - Thalalla North	Jayasinghe Arachchige Anura
6 - Thalalla	Manikkuwa Dura Ariyawansha
7 - Kapugama	Akuratiya Gamage Buddhika Aruna Chandana
8 - Kapugama West	Manameldura Pramila Roshini
9 - Devinuwara	Wachchi Hennadige Chandanalal Sooriyawansha
10 - Devinuwara Point	Chamal Prasad Hendawitharana
11 - Kapugama East	Kristhogu Baduge Priyantha Kumara
12 - Gandara	Muthu Hennadige Sunil Shantha
