ward	name
1 - Lagamuwa	Meddegoda Gedara Priyantha Pushpakumara
2 - Kurukuththala	Elagalle Waththe Gedara Indika Manoj Ranasinghe
3 - Hiddaulla	Peramunaralalage Ravinda Thilak Kumari
4 - Gadaladeniya	Galagedarage Milinda Kumara Alwis
5 - Gangoda	Munasinghaye Sriyantha Sanjeewa Samarawickrama
6 - Lankathilaka	Wasala Mudiyanselage Rajitha Asiri Wijebandara
7 - Alapalawala	Malwaththe Gedara Rathnasiri Wickramasinghe
8 - Hendeniya	Udagamawaththe Gedara Roshan Suranjith
9 - Penideniya	Samaraweera Arachchilage Kavishka Barath Sandaruwan
10 - Piligalla	Arabegedara Madushan Janaka Indrasena
11 - Araththana	Thilakarathna Mudiyanselage Chandrasiri
12 - Dawlagala	Edanduwawa Egodagedara Chandra Kumara Wijesinghe
13 - Ambakka	Owitigalage Don Samankumara
14 - Walagedara	Deldenigoda Samarathunga Arachchige Kusum Kumari
15 - Manikkawa	Pitawalawaththe Gedara Dayawathi
16 - Welamboda	Dinamulla Kankanamge Chandrani Dias
17 - Appalagoda	Konara Mudiyanselage Chinthaka Sampath Samarakoon
18 - Ganhatha	Abeykoon Mudiyanselage Damayanthi Manike
19 - Ketakumbura	Dharmasiri Ilandarage Dhanushka Udaya Kumara
20 - Pethiyagoda	Bathalawaththe Gedara Geethanjali Deepika Kumari
21 - Gelioya	Dhanasekara Mudiyanselage Chandima Nilmini Dhanasekara
22 - Weligalla	Udagedara Sunil Abeywickrama
23 - Thalawathura	Epitaha Gedara Somalatha
