ward	name
1 - Lagamuwa	Kengalle Gedara Rohana Samanthilaka
2 - Kurukuththala	Godagan Deniye Gedara Rathnasiri Athapaththu
3 - Hiddaulla	Menikbowe Sakalavalli Patabendalage Gamini Menikbowa
4 - Gadaladeniya	Marasinghe Pedigedara Thushara Jayathilaka
5 - Gangoda	Gangoda Epitaha Gedara Asitha Ranaweera
6 - Lankathilaka	Binthamburu Deniye Gedara Gamini Wijerathne
7 - Alapalawala	Ambulugala Vidanelage Bandula Dissanayake
8 - Hendeniya	Hiththara Gedara Dilki Hansamali Nawarathne
9 - Penideniya	Abdul Razak Siththi Fawziya
10 - Piligalla	Thilakarathne Mudiyanselage Thilan Roshan Kumara Thilakarathne
11 - Araththana	Elihela Mudhiyanselage Saddha Mangala Naranpanawa
12 - Dawlagala	Thalpe Hewage Ajantha Lakmal
13 - Ambakka	Naghapitiye Gedara Harsha Dilruk Nagapitiya
14 - Walagedara	Herath Mudhiyanselage Ruwan Bandara Herath
15 - Manikkawa	Samarakoon Mudiyanselage Sunith Nilantha Samarakoon
16 - Welamboda	Chandrasekara Mudiyanselage Pathmasiri Chandrasekara
17 - Appalagoda	Siddha Marakkalage Dharamasiri
18 - Ganhatha	Dissanayake Mudiyanselage Wijerathne Bandara
19 - Ketakumbura	Sahabdeen Muhammad Soud
20 - Pethiyagoda	Wanniarachchilage Sugath Chandrasiri
21 - Gelioya	Kariyakarawana Warnakulasooriya Jayathilaka Patabedige Chamindha Sapumal Perera
22 - Weligalla	Wijethunga Mudiyanselage Sandhiya Bandara Wijethunga
23 - Thalawathura	Dissanayake Mudhiyanselage Sanjeewani Yashodara Dissanayake
