ward	name
1 - Lagamuwa	Udagedara Wijekoon
2 - Kurukuththala	Abdul Gapoor Mohammad Rizvi
3 - Hiddaulla	Jayalathge Thakshila Kumari Senevirathne
4 - Gadaladeniya	Daulagala Sinhala Pedigedara Wasana Dilrukshi Weerasinghe
5 - Gangoda	Munasinghege Sarath Palitha Samarawickrama
6 - Lankathilaka	Hewawitharanage Nuwan Chamara Hewawitharana
7 - Alapalawala	Eriyagama Gedara Rajapakshalage Ranil Rajapaksha
8 - Hendeniya	Wijesekara Mudiyanselage Saman Nalaka Wijesekara
9 - Penideniya	Wijesooriya Mudiyanselage Clarence Pushpakumara Sumanarathna
10 - Piligalla	Kaluthota Hewage Shantha Gamini Jayawardhana
11 - Araththana	Samaranayake Mudhiyanselage Seelarathna Banda
12 - Dawlagala	Walakadawaththe Gedara Nilanthi Kumari
13 - Ambakka	Rathnayake Mudiyanselage Nishantha Rathnayake
14 - Walagedara	Nawarathne Mudiyanselage Udeni Nawarathne Banda
15 - Manikkawa	Ihala Velle Gedhara Anoma Sriyalatha Menike
16 - Welamboda	Thoradeniye Arachchilage Sampath Buddhika Bandara Thoradeniye
17 - Appalagoda	Muhandiramlage Ahmad Ali Muhammad Maharoof
18 - Ganhatha	Kasakara Mudiyanselage Jayathilaka Bandara
19 - Ketakumbura	Mohammad Subayir Mohammad Madeenam
20 - Pethiyagoda	Pahalawa Ralalage Siril Devapriya Bandaranayake
21 - Gelioya	Theripehe Siri Sumedha Thero
22 - Weligalla	Dissanayake Mudiyanselage Radilpa Lakshitha Dissanayake
23 - Thalawathura	Laddu Hettige Susantha Priyadarsana
