ward	name
1 - Talaimannar	JOSHEP ANTHONY CRIMINATH DAIAS
2 - Talaimannar Pier East	ANTHOMY SAMI VAZ VETHANAYAKAM
3 - Thullukudiyiruppu	THURAIRASA ESLIN
4 - Pesalai	ALFRIED OLIVER CULAS
5 - Pesalai South	THEVATHASAN CHRISTY DOMINIC THURAM
6 - Siruthoppu	Joseppu Gunaseelan
7 - Puthukudiyiruppu	FRANSIS REMAN MARIYA BIULA
8 - Erukalampiddy	Sundaralingam Devid Silvester Chandraraj
9 - Thalvupadu	Leonut Navaratnam Rabin Pakiyanathan Parunandu
10 - Tharapuram	VICTOR CHRISTHURAJAN DALIMA
11 - Uylankulam	Lucas Sobana Alexander
11 - Uylankulam	SATKUNANATHAN SARBA
