name
Pahala Diggala Gamaralale Gedara Ranaweera Wanasingha
Letihene Gedara Sanath Udaya Kumara
Duwake Durawala Gedara Niluka Samanthi Kumari
Ranabahu Mudiyansele Gedara Senehelatha
Madipola Gedara Thyaga Priyadarshani Kumari Nandasiri
Ihala Gedara Dharmakeerthi Bandara
Ukuthule Nekathgedara Anula Kumari
Rahimchan Nasheer
Peleda Ramani Kumari Liyanange
Ambagaha Gedara Sunil Ranaweera
Hewa Waduge Indika Prabath Hewage
Meera Sahibu Abdul Kadar
The Nuwara Dewage Kalpani Shammika Karunaratna
Kadangama Gedara Renuka Maduwanthi
