ward	name
1 - Kudagama	Hinthara Gedara Piyathilaka
2 - Hewadiwela	Yodasingha Arachchige Sarojani Pushpakumari Gunarathna
3 - Gabbala	Manathungalage Samudrika Bandara Gunathilaka
4 - Parape	Werawellale Gedara Anoja Lakni Wijesekara
5 - Weligamuwa	Bathambure Gedara Yasarathna Banda
6 - Deliwala	Samarakoon Mudiyanselage Ranjith Tikiri Bandara
7 - Walgama	Marawala Achchillage Dayarathna Bandara
8 - Meeduma	Abdul Cader Mohammed Anees
9 - Diyasunnatha	Rajapaksha Arachchilage Upul Pradeep Bandara
10 - Eriyagolla	Senadirennehelage Pathmasiri Herath
11 - Kansalagamuwa	Herath Mudiyanselage Kamalawathi Menike
12 - Pinnawala	Pinnawala Hewayalage Nandana Dharmapriya Warnakulasooriya
13 - Imbulgasdeniya	Migalle Gamlath Ralalage Upul Niroshana Bandara
14 - Hiriwadunna	Nawarathna Mudiyanselage Gamini Nawarathna Bandara
15 - Kiriwandeniya	Rathnayaka Mudiyanselage Jayathissa
16 - Dunukewala	Muhamdiram Ralalage Muhamdiram Udaya Bandara
17 - Naranbedhdha	Mudiyanselage Gamini Sarathchandra
18 - Kumballoluwa	Haggalpoththe Gedara Jagath Kumarasena
19 - Molagoda	Biyangama Arachchige Lalith Nandana Perera
20 - Kadigamuwa	Badde Vidanalage Chaminda Rushan Sumith Karunarathna
21 - Bedhdhawala	Wadasingha Liyanarathnage Sharli Priyangani
