ward	name
1 - Namalwatha	Moragammana Gedara Pathum Dhananjaya
2 - Morawewa North	Kala Kapuge Ananda Ruwan Kumara
3 - Pankulam	Kadirawelu Pullei Kokiladevi
4 - Nochchikulam	Siththiravelu Sasikumar
4 - Nochchikulam	Weragoda Ralage Jagath Kumara
5 - Mahadivulwewa Unit 2	Ediriweerage Chinthaka Chandimal
6 - Mahadivulwewa Unit 1 North	Saundra Hennadige Ananda
7 - Athabanthiwewa	Maithreepalage Dewadasa Rathnayaka
8 - Rotawewa	Husendeen Mohamad Nafraz
9 - Mahadivulwewa Unit 1 South	Udaha Meegas Kumbure Gedara Rathnayaka
