ward	name
1 -	Mohamad Thaslim Mohamad Zimak
2 -	Mohamad Shiwardeen Mohamad Nilam
3 -	Mohamad Firus Fathima Fasla
4 -	Mohamad Haneef Ainul Nusaifa
5 -	Mohamad Sarook Mohamad Rinas
6 -	Mohamad Asath Mohamad Ashar
7 -	Mohamad Fairoos Mohamad Fais
8 -	Mohamad Nawas Fathima Naurin
9 -	Mohamad Fairoos Mohamad Pahir
9 -	Mohamad Thaslim Mohamad Rishad
10 -	Mohamad Nisam Mohamad Nusley
11 -	Yaseer Arafath Mohammad Ashfan
12 -	Mohamad Ismail Mohamad Inshiran
12 -	Mohomadu Ishaq Ismathul Irthias
13 -	Mohamad Jemil Mohamad Ikram
14 -	Mohamad Naleem Mohamad Nibras
15 -	Mohamad Najimudeen Fathima Nisrin
16 -	Kadar Muhaiyadeen Abdul Arif
17 -	Mohamad Munsir Mohamad Mifkar
18 -	Nadan Prabhash
19 -	Mohamad Abubakar Mohamad Injas
20 -	Ahamad Abdulla Mohamad Fahim
21 -	Ahthar Mohamad Haseef Marikkar
22 -	Mohamad Hanif Mohamad Hunaif
23 -	Mohamad Hafil Mohamad Inshaf
