ward	name
1 -	Hewage Chaminda Priyashantha
2 -	Bamunu Arachchi Pathirannehelage Nishantha Nayanajeewa Pathirana
3 -	Lansage don Malaka Priyal Wijesiri
4 -	Hadingnapola Appuhamilage Priyantha Sisira Kumara Iriyagolla
5 -	Singathkutti Mudiyanselage Wiickrama Manchanayaka
6 -	Jayakody Arachchilage Chiththa Priya Jayakody
7 -	Lekamalage Yamuna Ranjani
8 -	Thennakoon Mudiyanselage Ravichandra Kumara
9 -	Liyana Pathirannehelage Gamini Sarath Kumara
10 -	Sethunga Mudiyanselage Lanka Kumari Karunarathna
11 -	Gonsal Bothejuge Jayasiri Botheju
12 -	Withana Pathirannehelage Dilan Shiwantha Bandara
13 -	Jayakody Arachchilage Athula Jayakody
13 -	Mohomad Nisham Mohomad Naseer
14 -	Samarappuli Mudiyanselage Sriyani
15 -	Mihidu Kulasooriya Weerasinghe Patabandige Damian Rohitha Fernando
16 -	Dikowita Kankanamge Nishan Chandana
17 -	Hetti Arachchige Nishantha Hettiarachchi
18 -	Senanayaka Mudiyanselage Neel Dharmarathna
19 -	Subasinghe Mudiyanselage Wimal Upananda
20 -	Hettithanthri Patabandige Don Mangala Priyadarshana
21 -	Yapa Mudiyanselage Kamal Padmalal
22 -	Samarappuli Mudiyanselage Chaminda
23 -	Lekam Wasam Urala Liyanage Nilani Chithrangani Kumari Liyanage
24 -	Widana Henayalage Nishantha Pradeep Warnapura
