ward	name
1 - Hittetiya	Hewa Mainaththuge Nalinda Roshan
2 - Hittetiya East	Silpage Nihal
3 - Thudawa	Hewa Galamulage Rajith Rohana
4 - Weragampita	Herbat Jayawardhana
5 - Uyanwaththa	Hewa Kotambage Amila Sanjeewa
6 - Kadeweediya	Mohomad Sali Mohomad Jesmin
7 - Weliweriya	Pothumulla Kankanamge Piyadasa
8 - Isadeen Town	Dalandawaththage Sarath Vimalaguna
9 - Hiththetiya West	Sampath Rathnapriya Ranaweera
10 - Walgama North	Hewa Malavige Siril
11 - Madiha	Nihal Manamperi
12 - Walgama	Indiketiya hewage Michael
13 - Welegoda	Koggala Hewapaththinige Damitha Kumar
14 - Polhena	Waruni Krishanthi Abeywickrama Gunawardhana
15 - Thotamuna	Perumabadu Wickramasooriya Mahesh Kumara
16 - Kothuwegoda	Mohamad Wasil Mohamad Wahim
17 - Meddawatte	Hettiyadura Lalitha Mendis Karunarathne
