ward	name
1 - EKIRIYA	Subasingha Arachchige Kularatna
2 - BATTAWATTA	Jayagoda Arachchilage Siripala
3 - JANATHAPURA	Ranasingha Arachchige Ariyapala
4 - ARAWAKUMBURA	Rathnayaka Mudiyanselage Jayasingha
5 - PALLEKIRUWA	Rathnayaka Mudiyanseage Nimal Kumara
6 - LUNUGALA	Ekanayaka Mudiyanselage Chaminda Saman Kumara Ekanayaka
6 - LUNUGALA	Munasingha Chamila Jananga Chandimal De Silwa
7 - SUMUDHUGAMA	Hewa Arachchige Chandani Hewa Arachchi
8 - MADOLSIMA	Welu Thropathaya
8 - MADOLSIMA	Angamuththu Kumaran
9 - YAPAMMA	Dissanayake Mudiyanselage Nalaka Sampath Dissanayake
10 - MADUWATHTHA	Rajapaksha Waththe Widanalage Premalatha
