ward	name
1 - Ratnapura New Town	Francis John Singam
2 - Kospelawinna	Munusami Sankar
3 - Mihindugama	Periyasami Sudarshan
3 - Mihindugama	Govindan Pradeeshvan
4 - Weralupa	Balakrishnan Ajithkumar
5 - Dewalegaawa	Velu Dikshan
6 - Muwagama	Thangavel Sarasvathi
7 - Ratnapur Town West	Karuppaiah Babu Kannan
8 - Ratnapur Town North	Vengadasalam Nagadure
9 - Godigamuwa	Ammavasi Mahendran
10 - Angammana	Raguvaiyah Nandakumar
11 - Thiriwanaketiya	Thangaiah Ramesh
12 - Batugedara	Letchaman Kanagaraja
13 - Mudduwa	Singapulige Surangani Nirosa
14 - Samagipura	Thangavelu Rajeshvari
