ward	name
1 -	Ranaveerage Amila Sampath Ranaveera
2 -	Rev.Udagama Hemasara Stavira
3 -	Hirusha Sathsarani Dissanayake
4 -	Bedwewa Diyasena Thera
4 -	Warnakulasuriya Prasad Chaminda Vas
5 -	Welgamage Kanthi Perera
6 -	Lelwala Guruge Anusha Priyadarshani
7 -	Don Samadhi Madhuhansika Hettiarachchi
8 -	Mihindukulasuriya Nelka Maryal Priyadarshani
8 -	Kodippili Arachchige Chaminda Ruwan Kumara
9 -	Abeysinghe Herath Mudiyanselage Aruna Kumara
10 -	Divulage Maheshika Lakshani Silva
11 -	Seiyadu Anwar Sadath
12 -	Peera Munasinghege Chandima Dilrukshi
13 -	Mahapathiranage Dileema Sewwandi
14 -	Parameswaram Isuru Pradeep
15 -	Marseline Sumith Wasantha
16 -	Parana Gamage Chandani Shriyalatha
17 -	Maha Pathiranage Deepal Nilantha
