ward	name
1 -	Hamdoon Naseer Muhammadu Najath
2 -	Jesmin Thahirin Mohamed Rafid
3 -	Mohamed Abdul Rashak Mohamed Haslan
4 -	Mohamed Sanheer Mohamed Sajan
4 -	Kameen Paseel
5 -	Mohamed Makeen Mohamed Atheek
6 -	Mohammadu Abdulla Ahamadu Sajjath
7 -	Muhammad Buhul Mohammad Najath
8 -	Muhammadu Hakeem Muhammadu Hafis
8 -	Mohammad Ibrahim Mohammadu Niksan
9 -	Mohamed Rasak Mohamed Mafan
10 -	Mohamed Noorullakan Suharid Khan
11 -	Jameel Muhammad Nuhman
12 -	Mohamed Ameer Mohamed Fasrin
13 -	Mohamed Ansari Marikkar Mohamed Fawkan
14 -	Jawfar Muhammadu Riswin
15 -	Salihan Kamila
16 -	Muhammadu Yoosup Pathima Rihasa
17 -	Mohamadu Saheedu Jemeela Beevi
