ward	name
1 - Thambattai	Dayaranjan Satheeshkumar
2 - Thambiluvil North	Kanapathipillai Anoshan
3 - Thambiluvil East	Kaththamuththu Parameshwari
4 - Thambiluvil West	Chandradas Thajanthan
5 - Thirukkovil West	Nageshwaran Niranjan
6 - Thirukkovil East	Udayarasa Prasanth
7 - Vinayagapuram North	Thirunaukarasu Kamalaraja
7 - Vinayagapuram North	Thirunaukarasu Kamalaraja
8 - Vinayagapuram East	Kandasami Dinojithan
9 - Vinayagapuram West	Kanapathipillai Wannamani
10 - Thandiyady	Kanapathipillai Kamaleshwaran
