ward	name
1 - Galabawa	Muthunaka Peli Gedara Syril Wijewardena
2 - Uduwa	Dasanayake Arachchige Hemantha Amarakon
3 - Naranwala	Ekanayake Mudiyanselage Thissa Ekanayake
4 - Damunugastenna	Pillewe Gedara Sunil Samaratunga
5 - Bananghe	Girihagama Korale Gedara Gilupa Ruklane Navaratne
6 - Kumburegama	Ratnayake Mudiyanselage Thissa Ratnayake
7 - Idamegama	Thalwatte Gedara Sumith Wejethunga
8 - Dehideniya	Kalpana Kumari Mallikage
9 - Galagedara	Abayasinghe Mudiyanselage Amith Hemalal Vanigasekara
10 - minigamuwa	Weerakoon Mudiyanselage Sunil Weerakoon
11 - Weliwita	Halassage Shiroman Lalantha Kaldera
12 - Aludeniya	Herath Mudiyanselage Anushyanti Madhushika Gunarathne
13 - Dedunupitiya	Hudihin Mudiyanselage Chaminda Kumara Dedunupitya
14 - hatharaliyadda	Athapaththu Mudiyanselage Nimesh Anuruddha Bandara Athapaththuy
15 - Yaggala	Ranhotipedi Gedara Sunil Jayathissa
16 - Alagalla	Herath Mudiyanselage Priyantha Kumara Herath
17 - Kolugala	Kulasekara Mudiyanselage Sunil Bandara Welivita
18 - Muruddeniya	Palitha Wikcramasinghe Madanayake
