ward	name
1 - Galabawa	Udagedara Ariyasinghe
2 - Uduwa	Thennakoon Mudiyanselage Pushpa Kumara Thennakoon
3 - Naranwala	Siddapura Dewayalage Ranjith Karunarathna
4 - Damunugastenna	Ekanayake Mudiyanselage Saman Kumara Priyananda Bandara Ekanayake
5 - Bananghe	Nelli Gedara Shriyani Karunadasa
6 - Kumburegama	Jayasuriya Arachchilage Nishshanka Weerakkodi
7 - Idamegama	Udagedara Sri Nisshanka Marawanagoda
8 - Dehideniya	Rammanda Dewage Prabath Nishantha Piyasena
9 - Galagedara	Eriyagahamada Rajakarunadipathilage Roshan Wickramarathne
10 - minigamuwa	Rankoth Gedara Jayantha Premalal Amarasiri
11 - Weliwita	Dasanayake Mudiyanselage Thilakarathne Banda
12 - Aludeniya	Rathukoho Mudiyanselage Dayas Vijaya Kumara Gunarathne
13 - Dedunupitiya	Hudihim Mudiyanselage Tikiri Kumara Mahinda Dedunupitiya
14 - hatharaliyadda	Upali Gamini Gunasekara
15 - Yaggala	Kaballamada Gedara Upali Kumarasinghe
16 - Alagalla	Yapa Mudiyanselage Pushpa Ranjani Kumari
17 - Kolugala	Wijesundara Mudiyanselage Yasasmini Lakshani Wijesundara
18 - Muruddeniya	Ranaweera Mudiyanselage Manoj Nadeeshan Bandara Rathnayake
