ward	name
1 - Galabawa	Halpola Dewage Chanaka Madhushanka Dayarathne
2 - Uduwa	Panikka Dewalage Ranjana Kumara
3 - Naranwala	Wijesinghe Mudiyanselage Anura Bandara Wijesinghe
4 - Damunugastenna	Sathya Murthi Pushpam
5 - Bananghe	Rathnayake Mudiyanselage Senani Devika Kumari Rathnayake
6 - Kumburegama	Paranawithanalage Dona Sandya Nilanthi De Alwis
7 - Idamegama	Pannale Hene Gedara Indravathi
8 - Dehideniya	S.P.W.M. Ralahamilage Thusitha Namal Yuresh Bandara Amunupura
9 - Galagedara	Sithawaka Liyanagelage Jaliya Disanayake
10 - minigamuwa	Weerakoon Mudiyanselage Gedara Kumbure Gedara Gihan Madhushanka Weerakoon
11 - Weliwita	Panik Mudiyanselage Punchi Banda Wijerathna
12 - Aludeniya	Udage Arachchilage Gedara Dasanayake Bandara
13 - Dedunupitiya	Gannila Herath Mudiyanselage PodiBanda
14 - hatharaliyadda	Thalwaththehene Mohottalalage Gamini Thalwaththehena
15 - Yaggala	Muhammadu Ibrahim Muhammadu Rasik
16 - Alagalla	Disanayake Mudiyanselage Gamini Priyantha Disanayake
17 - Kolugala	Maduwe Arachchilage Anura Kularathne
18 - Muruddeniya	Wickrama Herathge Ranjith Wipulaweera
