ward	name
1 - diyabibila	Jayaweera Mudiyanselaghe Chamila Pethum Bandara
2 - wewathenna	Jayaweera Mudiyanselaghe Thanuja Sanjeewani
3 - bidunuwewa	Diyagubadathurughe Ajith Priyantha Kumara Silva
4 - kebillewela north	Romesh Chandika Senewirathna
5 - bandarawela west	Sivasami Surenthiran
5 - bandarawela west	Basnayaka Mudiyanselaghe Harsha Laknath Wijesundara
6 - bandarawela east	Hameed Mohomed Nawuzaad
6 - bandarawela east	Haggapola Arachchige Kasun Thiwanka Sarathchandra
7 - inikambedda	Wijesundara Mudiyanselage Kapila Bandara Wijesundara
8 - kinigama	Wijerathna Gamlathge Pushpakumara
