ward	name
1 - Bibila	Niharepola Thilakarathne Rajakaruna Badal Mudiyansele Achala Samudramali Rajakaruna Thilakarathne
2 - Bobella	Ekanayake Mudiyanselage Gamagedara Rajarathne
3 - Dambagolla	Herath Mudiyanselage Dasanayake
4 - Koonghawela	Mirassahibu husen Faleel
5 - Senagama	Herath Mudiyansele Gedara Keerthi Wasantha Kumara Herath
6 - Arangala	Gamagedara Mudiyanselage Shantha Senarath Bandara Gamagedara
7 - Naula	Hikkaduwa Liyana Arachchige Disna Sampath Liyana Arachchi
8 - Alugolla	Bannana Mudiyanselage Hapugaskumbure Ananda Kumara Hapugas Kumbura
9 - Nalanda	Makevitage Layanal Perera
10 - Lihinipitiya	Athauda Mudiyansele Siyambala Gedara Thilak Ranasinghe
