ward	name
1 - Bibila	Watte Gedara Karunaratna
2 - Bobella	Jayasingha Arachchilage Ayesh Laksiri Hemantha
3 - Dambagolla	Waliwela Gedara Chaminda Sanath Dasanayaka
4 - Koonghawela	Hearath Mudiyanselage Gedara Jayarathna Banda
5 - Senagama	Randunna Mudiyanselage Prasangi Lakshani Randunu
6 - Arangala	Madahapola Gedara Kusala Devapriya
7 - Naula	Navula Indasara Thero
8 - Alugolla	Goraka Watte Gedara Muthubanda
9 - Nalanda	Dasanayaka Mudiyanselage Nuwan Pradeep Dasanayaka
10 - Lihinipitiya	Elagawa Gedara Premadasa
