ward	name
1 - Gintota	Thewara Thanthri Kanthi Fernando
2 - Dadalla	Nanayakkara Wasan Balakapuge Missaka
3 - Bope	Mudalihami Arachchige Ananda Perera
4 - kubalwella	Walisingha Poornima Kalhari De Soysa
5 - Madawelamulla	Gamhewage Dilan Rashinda
6 - Deddugoda	Thalduwa Gamage Ananda Jayarathna
7 - Maitipe	Liyanage Anura Hemantha
8 -	Salpage Pushpa Damayanthi
9 - Bataganvila	Champa Priyadarshanee Kuruneru
10 - Sangamithapura	Panadura Galappaththige Mahinda
11 - Galwadugoda	Weerawarna Muththima Patabadige Terance
12 -	Samarawickrama Arachchige Lakshi Madushika
13 -	Palakatiyage Jeewanthi Niroopika
14 - Galle city	Samarawickrama Arachchige Chethana Lakshan
15 - weliwatta	Ananada Abeysekara
16 - Thalapitiya	Sameen Siththi Maraliya
17 - Makuluwa	Kanda Udage Imalka Sanjeewani
18 - Milidduwa	Gamhewage Lasantha Sanjeewa
18 - Milidduwa	Seynul Abdeen Ahamad Aflal
19 - Magalla	Panadure Galappaththige Gunarathna
20 - Katugoda	Palakatiyage Shamalee Priyanthi
