ward	name
1 - Hadungamuwa	Weerasekara Mudiyanselage Jayantha Kumara Weerasekara
2 - Dunuwilapitiya	Sesathpallege Maithree Samaranayaka
3 - Maraka	Aluthgedara Alahakoon Banda
4 - Gamburuoya	Maraka Mudiyanselage Aluthgedara Rupasingha Bandara
5 - Malgammana	Egoda Gedara Sarath Wickramasingha
6 - Dewagiriya	Kulasekara Mudiyanselage Dimal Senaka Kumara Kulasekara
7 - Hettipola	Ranchagodage Ashoka Ranathunga
8 - Wanarawa	Kamathegedara Wimalasiri
9 - Nugagolla	Wadakahamadiththe Gedara Sampath Ruwan Kumara
10 - Wilgamuwa	Rajakaruna Weerasingha Manamendrage Nimal Shantha Rajakaruna
