ward	name
1 - Kiriwandala North	Katharawelu Wethamanee
1 - Kiriwandala North	Hewathanthirilage Kamal Deshappriya
2 - Kudagama	Purawediwasam Yakdehige Wipulasena
3 - Seethawaka	Munasingha Disanayakage Chinthani Disanayaka
4 - Avissawella	Loku LIyanage Rohan Thushara
5 - Seethgama	Amila Niroshana Sampath Vaduhe
6 - Agra Place	Rupasingha Arachchilage Sisira Jayasinghe
7 - Ukwatta	Ubesinghe Arachchilage Harischandra Ubesinghe
8 - Kiriwandala South	Nilaweera Ranpatabadige Anoj Chaminda
9 - Kotahera	Kurugala Arachchilage Ranaweera
10 - Aradanakanda	Mudiyansege Janaka Pradeep Munasinghe
11 - Puwakpitiya	Kolambage Chandana Sisira Kumara
11 - Puwakpitiya	Rathnadhikara Mudiyanselage Chandani Disna Kumari
12 - Egodagama	Harankahawe Widanelage Neelika Hemamali
