ward	name
1 - Periyathampanai - Piramanalankulam	Arumukam Kantharuban
2 - Andiyapuliyankulam	Shaheel Hameed Apul Shiyami
2 - Andiyapuliyankulam	Murugaia Anashraj
3 - Kurukkalputhukkulam - kanthasaminakar	Shakthivel Thurkenthiran
4 - Pavatkulam	Kovintharasan Mokaneswari
5 - Suduventhapulavu	Panneerselvam Thushyanthan
6 - Periyapuliyalankulam	Sriraththinam Kohulan
7 - Mukaththankulam - cheddikulam	Thampirasa Yokeswaran
8 - Mudhaliyarkulam - chrishthavakulam	Ramasami Rasakumar
9 - Neriyakulam	Kurunathan Penad
10 - chinnachchippikulam	Kathiravelu Nakenthiran
