ward	name
1 - Periyathampanai - Piramanalankulam	Vigneswaran Jekatheeswaran
2 - Andiyapuliyankulam	Thiresamma Manokaran
2 - Andiyapuliyankulam	Shakthivel Yogini
3 - Kurukkalputhukkulam - kanthasaminakar	Palaniyandi Manoharan
4 - Pavatkulam	Ramasamy Udayakumar
5 - Suduventhapulavu	Shakthivel yasotharan
6 - Periyapuliyalankulam	Subramaniyam Chandrasekaran
7 - Mukaththankulam - cheddikulam	Sathiyamoorthi thirulokachandran
8 - Mudhaliyarkulam - chrishthavakulam	Saththiyanathan Mangai
9 - Neriyakulam	Kathiravel Saseekaran
10 - chinnachchippikulam	Udayakumar Ketheeswaran
